gene,influence
TIGD6,1.34E-03
TP53BP2,1.34E-03
TRADD,1.34E-03
TRMT112,1.34E-03
UBE2D4,1.34E-03
VPS52,1.34E-03
XRCC1,1.34E-03
ZNF343,1.34E-03
ZNF576,1.34E-03
ACOT1 /// ACOT2,1.33E-03
ACTN1,1.33E-03
ACVRL1,1.33E-03
ALDH6A1,1.33E-03
ARHGAP32,1.33E-03
BCL11B,1.33E-03
BEAN1,1.33E-03
BRINP3,1.33E-03
BRIP1,1.33E-03
BUD31,1.33E-03
C3orf52,1.33E-03
C4BPA,1.33E-03
CASP8,1.33E-03
CCDC181,1.33E-03
CCDC51,1.33E-03
CDK6,1.33E-03
CLCN4,1.33E-03
DHRS4 /// DHRS4L2,1.33E-03
DUSP3,1.33E-03
DVL2,1.33E-03
EIF3I,1.33E-03
EIF5,1.33E-03
ELAVL1,1.33E-03
EMID1,1.33E-03
ESD,1.33E-03
F5,1.33E-03
FZD8 /// MIR4683,1.33E-03
GIPR,1.33E-03
GNAI2,1.33E-03
GNG5,1.33E-03
GNGT1,1.33E-03
GPR135,1.33E-03
GPR39,1.33E-03
HRC,1.33E-03
KCTD2,1.33E-03
KLHL20,1.33E-03
KRCC1,1.33E-03
MAD1L1,1.33E-03
MICU2,1.33E-03
MYL4,1.33E-03
NUDT13,1.33E-03
OASL,1.33E-03
OR7E12P,1.33E-03
OSBP,1.33E-03
PABPC1,1.33E-03
PPIEL,1.33E-03
PRKCE,1.33E-03
RARS,1.33E-03
RBKS,1.33E-03
REV3L,1.33E-03
RGS16,1.33E-03
RIN2,1.33E-03
RPL41,1.33E-03
SDHAP1 /// SDHAP2,1.33E-03
SLC10A3,1.33E-03
SLC16A2,1.33E-03
SLC26A4,1.33E-03
SPC25,1.33E-03
SPX,1.33E-03
SRD5A3,1.33E-03
SRPK3,1.33E-03
SSBP1,1.33E-03
ST8SIA4,1.33E-03
STX4,1.33E-03
TAF15,1.33E-03
TEX30,1.33E-03
TGDS,1.33E-03
THUMPD2,1.33E-03
TMEM50A,1.33E-03
TNPO3,1.33E-03
TPSAB1,1.33E-03
TRPM6,1.33E-03
TSEN34,1.33E-03
TSN,1.33E-03
TSPYL4,1.33E-03
TUBGCP5,1.33E-03
TYRP1,1.33E-03
UBA2,1.33E-03
VAMP5,1.33E-03
ZNF135,1.33E-03
ZNF587B,1.33E-03
ABCG1,1.32E-03
ADORA1,1.32E-03
AGAP11 /// AGAP4 /// AGAP6 /// AGAP7P /// CTGLF12P /// LOC101060581,1.32E-03
ARMCX2,1.32E-03
ARPIN,1.32E-03
ATP6V0B,1.32E-03
BBIP1,1.32E-03
BNIP1,1.32E-03
BZW2,1.32E-03
C11orf95,1.32E-03
CD2BP2,1.32E-03
CD82,1.32E-03
CDC37L1,1.32E-03
CDC42EP2,1.32E-03
CLCA2,1.32E-03
CLIP1,1.32E-03
CLK2,1.32E-03
CYP4F12,1.32E-03
DENND1B,1.32E-03
DENND4B,1.32E-03
DGKE,1.32E-03
DXO,1.32E-03
ENOX1,1.32E-03
ENTPD4,1.32E-03
FEM1B,1.32E-03
GPR20,1.32E-03
HELLS,1.32E-03
HNRNPAB,1.32E-03
HSPA1A /// HSPA1B,1.32E-03
IFIT1,1.32E-03
IGLL3P,1.32E-03
IL13RA1,1.32E-03
KCNMB3,1.32E-03
KPNA3,1.32E-03
LIF,1.32E-03
MAMLD1,1.32E-03
METTL7A,1.32E-03
MLPH,1.32E-03
MT1G,1.32E-03
NARF,1.32E-03
NFIC,1.32E-03
NOP14,1.32E-03
NOVA2,1.32E-03
NQO2,1.32E-03
PARL,1.32E-03
PDE11A,1.32E-03
PDHB,1.32E-03
PDZK1,1.32E-03
PGRMC2,1.32E-03
PHKA1,1.32E-03
PLK3,1.32E-03
PML,1.32E-03
PNOC,1.32E-03
PPIE,1.32E-03
PPIL2,1.32E-03
PTPRJ,1.32E-03
RBMS1,1.32E-03
RND2,1.32E-03
RPS6KA1,1.32E-03
RRAGA,1.32E-03
SAMD14,1.32E-03
SCAMP5,1.32E-03
SDF2,1.32E-03
SETX,1.32E-03
SH3BP5,1.32E-03
SLC1A7,1.32E-03
SLC22A5,1.32E-03
SLC25A15,1.32E-03
SLC25A23,1.32E-03
SLC31A2,1.32E-03
SLC39A6,1.32E-03
SLC39A7,1.32E-03
SOBP,1.32E-03
SPAG1,1.32E-03
TDRKH,1.32E-03
THBS4,1.32E-03
TLR4,1.32E-03
TMED3,1.32E-03
TMED7 /// TMED7-TICAM2,1.32E-03
TMUB2,1.32E-03
TRIM66,1.32E-03
TRIP13,1.32E-03
TSC22D1,1.32E-03
UBE2E1,1.32E-03
UBTF,1.32E-03
UMOD,1.32E-03
UPK2,1.32E-03
WNT10B,1.32E-03
ZC3H13,1.32E-03
ZFYVE9,1.32E-03
ZMYND10,1.32E-03
ZNF217,1.32E-03
ZNF224,1.32E-03
ACTL8,1.31E-03
ANAPC2,1.31E-03
ARFGAP2,1.31E-03
ASF1B,1.31E-03
ATP6V1A,1.31E-03
BNC1,1.31E-03
C16orf95,1.31E-03
C3orf14,1.31E-03
CALR,1.31E-03
CETN3,1.31E-03
CLCNKA /// CLCNKB,1.31E-03
CLDN15,1.31E-03
CLIP2,1.31E-03
CLTB,1.31E-03
COX6A2,1.31E-03
CSPG4,1.31E-03
CTDP1,1.31E-03
CTLA4,1.31E-03
CTNNBL1,1.31E-03
CYB5R3,1.31E-03
DAG1,1.31E-03
DDX27,1.31E-03
DERL1,1.31E-03
DFFB,1.31E-03
DNPH1,1.31E-03
DPYSL4,1.31E-03
DUSP7,1.31E-03
DYNC1I2,1.31E-03
EML3,1.31E-03
FAM8A1,1.31E-03
FMNL1,1.31E-03
FRG1 /// LOC100289097 /// LOC101930278 /// LOC101930531,1.31E-03
GDE1,1.31E-03
GGNBP2,1.31E-03
GNPDA1,1.31E-03
GPD1L,1.31E-03
HADHB,1.31E-03
HES2,1.31E-03
HIST1H2BN,1.31E-03
HPR,1.31E-03
HUNK,1.31E-03
IDI1,1.31E-03
IL7,1.31E-03
IMPA2,1.31E-03
KCTD14 /// NDUFC2-KCTD14,1.31E-03
KLHL23 /// PHOSPHO2-KLHL23,1.31E-03
KRT13,1.31E-03
LYVE1,1.31E-03
MAP1LC3B,1.31E-03
MAT1A,1.31E-03
MIS12,1.31E-03
MTA1,1.31E-03
MXRA7,1.31E-03
NAA15,1.31E-03
NAA50,1.31E-03
NAP1L3,1.31E-03
NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9,1.31E-03
NFATC2IP,1.31E-03
NLE1,1.31E-03
NUP62CL,1.31E-03
OXA1L,1.31E-03
PDLIM4,1.31E-03
PHTF2,1.31E-03
PIGT,1.31E-03
PKD2L1,1.31E-03
POPDC3,1.31E-03
PPP4R2,1.31E-03
PRKD1,1.31E-03
PTTG1IP,1.31E-03
REEP1,1.31E-03
RPS28,1.31E-03
RWDD2A,1.31E-03
S100P,1.31E-03
SETMAR,1.31E-03
SLC16A4,1.31E-03
SLC26A1,1.31E-03
SLCO4A1,1.31E-03
SORL1,1.31E-03
SPTLC2,1.31E-03
SQLE,1.31E-03
SRC,1.31E-03
SSRP1,1.31E-03
ST3GAL2,1.31E-03
STAU2,1.31E-03
SUPT5H,1.31E-03
TAF5L,1.31E-03
TBL2,1.31E-03
THOC6,1.31E-03
TIAL1,1.31E-03
TMEM209,1.31E-03
TMEM38B,1.31E-03
TRIM29,1.31E-03
UNC13B,1.31E-03
URB1,1.31E-03
WASF1,1.31E-03
YWHAH,1.31E-03
ZBP1,1.31E-03
ZBTB40,1.31E-03
ZCCHC10,1.31E-03
ZNF273,1.31E-03
ABCA12,1.30E-03
ABHD14A-ACY1 /// ACY1,1.30E-03
ACD,1.30E-03
ALKBH4,1.30E-03
ANP32A,1.30E-03
ANXA3,1.30E-03
B3GALT5,1.30E-03
BAIAP2,1.30E-03
BDKRB1,1.30E-03
BEND5,1.30E-03
C17orf75,1.30E-03
C6orf15,1.30E-03
CCL2,1.30E-03
CDR2L,1.30E-03
CEACAM8,1.30E-03
CELF2,1.30E-03
CENPQ,1.30E-03
CLPTM1,1.30E-03
COLEC10,1.30E-03
COPB1,1.30E-03
CPNE1,1.30E-03
CROCC,1.30E-03
DNAJC8,1.30E-03
DNPEP,1.30E-03
DR1,1.30E-03
EEF2,1.30E-03
EIF5A2,1.30E-03
EXOSC8,1.30E-03
FAM13B,1.30E-03
FRAS1,1.30E-03
GJB3,1.30E-03
GON4L,1.30E-03
GPR161,1.30E-03
GPR75,1.30E-03
HIST1H3A,1.30E-03
HMCES,1.30E-03
HRK,1.30E-03
IFIT2,1.30E-03
IGHV5-78,1.30E-03
IL33,1.30E-03
INPP5E,1.30E-03
IPP,1.30E-03
KAT7,1.30E-03
KAZALD1,1.30E-03
LMOD1,1.30E-03
LPXN,1.30E-03
LRRK1,1.30E-03
LTBP3,1.30E-03
LY6G6C,1.30E-03
MAP3K1,1.30E-03
MDK,1.30E-03
MED8,1.30E-03
MEN1,1.30E-03
METTL9,1.30E-03
MGAM,1.30E-03
MRPS18A,1.30E-03
MT1HL1,1.30E-03
MTSS1,1.30E-03
MZB1,1.30E-03
MZT2A /// MZT2B /// PHGDH,1.30E-03
NCOA4,1.30E-03
NDUFA5,1.30E-03
NELFCD,1.30E-03
NIN,1.30E-03
OPLAH,1.30E-03
PAPPA,1.30E-03
PCDHGC3,1.30E-03
PCYOX1,1.30E-03
PEA15,1.30E-03
PEX19,1.30E-03
PHF7,1.30E-03
PIK3C2B,1.30E-03
PLEKHA1,1.30E-03
POLI,1.30E-03
PRDX3,1.30E-03
PRSS2,1.30E-03
PRSS22,1.30E-03
PTTG3P,1.30E-03
RAC1,1.30E-03
RAN,1.30E-03
RASSF8,1.30E-03
RCL1,1.30E-03
RSAD1,1.30E-03
SDCCAG3,1.30E-03
SEC61A2,1.30E-03
SEC62,1.30E-03
SIPA1L1,1.30E-03
SLC25A21,1.30E-03
SLC4A3,1.30E-03
SNED1,1.30E-03
SNRPC,1.30E-03
SPON1,1.30E-03
SSNA1,1.30E-03
ST7L,1.30E-03
STARD8,1.30E-03
STX18,1.30E-03
SYCE1L,1.30E-03
SYNRG,1.30E-03
THTPA,1.30E-03
TMEM97,1.30E-03
TPM3,1.30E-03
TRIM23,1.30E-03
TUBA1B,1.30E-03
TUBA1C,1.30E-03
XPNPEP3,1.30E-03
ZNF614,1.30E-03
AFF1,1.29E-03
ALG13,1.29E-03
ANAPC13,1.29E-03
APOBEC3G,1.29E-03
APOOL,1.29E-03
ATP1A2,1.29E-03
ATP6V1B2,1.29E-03
AXL,1.29E-03
B3GNTL1,1.29E-03
BCL2L10,1.29E-03
BFSP2,1.29E-03
CAMKK2,1.29E-03
CARM1,1.29E-03
CASP9,1.29E-03
CD14,1.29E-03
CD74,1.29E-03
CDK16,1.29E-03
CHD3,1.29E-03
CLEC16A,1.29E-03
CRLF1,1.29E-03
CXCR6,1.29E-03
CYP2E1,1.29E-03
DDX23,1.29E-03
DEDD,1.29E-03
DHX38,1.29E-03
DIRAS3,1.29E-03
DUOX1,1.29E-03
EFCAB11,1.29E-03
ENC1,1.29E-03
EP300,1.29E-03
FGF7,1.29E-03
FLNB,1.29E-03
FRK,1.29E-03
GDAP2,1.29E-03
GJB1,1.29E-03
GLRB,1.29E-03
GNB1L,1.29E-03
GOLGA2,1.29E-03
GOLGA4,1.29E-03
GPC3,1.29E-03
GRHPR,1.29E-03
GSPT1,1.29E-03
GTPBP4,1.29E-03
HFE,1.29E-03
HSPA14,1.29E-03
HSPB8,1.29E-03
HUS1,1.29E-03
IFNGR2,1.29E-03
INPP4A,1.29E-03
ITGB3,1.29E-03
JPH2,1.29E-03
KCND1,1.29E-03
KCNMB4,1.29E-03
KCTD12,1.29E-03
KIF20A,1.29E-03
KLHL21,1.29E-03
KRI1,1.29E-03
KTN1,1.29E-03
LRRC37A3,1.29E-03
MAG,1.29E-03
MAGT1,1.29E-03
MAPK9,1.29E-03
MLH1,1.29E-03
MN1,1.29E-03
MPZL2,1.29E-03
MRPL41,1.29E-03
MT1E,1.29E-03
MT2A,1.29E-03
MTERF3,1.29E-03
MTX1,1.29E-03
MVK,1.29E-03
MYLK,1.29E-03
NCLN,1.29E-03
NCOA1,1.29E-03
NR1H3,1.29E-03
NRBP1,1.29E-03
OSBPL8,1.29E-03
PAEP,1.29E-03
PAICS,1.29E-03
PBXIP1,1.29E-03
PDPN,1.29E-03
PGK1,1.29E-03
PLXNB1,1.29E-03
PPP2R1A,1.29E-03
PRIM1,1.29E-03
PROS1,1.29E-03
PRRG4,1.29E-03
RAP1GAP,1.29E-03
RDX,1.29E-03
RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,1.29E-03
RHBDF2,1.29E-03
RIMS3,1.29E-03
RNFT1,1.29E-03
RPA2,1.29E-03
RPL23AP53,1.29E-03
RPS20 /// SNORD54,1.29E-03
RTN2,1.29E-03
SCD5,1.29E-03
SCRG1,1.29E-03
SEC16A,1.29E-03
SIGLEC8,1.29E-03
SLC20A2,1.29E-03
SLC35F5,1.29E-03
SMS,1.29E-03
SOSTDC1,1.29E-03
SPECC1L,1.29E-03
SPIN1,1.29E-03
SSR1,1.29E-03
TAS2R10,1.29E-03
TBC1D2B,1.29E-03
TLDC1,1.29E-03
TNPO2,1.29E-03
TPO,1.29E-03
TPPP3,1.29E-03
TRA2A,1.29E-03
TRBC1,1.29E-03
TRMT11,1.29E-03
TSG101,1.29E-03
TSNAXIP1,1.29E-03
UBE2D1,1.29E-03
UCP2,1.29E-03
UROS,1.29E-03
USP39,1.29E-03
VPS72,1.29E-03
WWOX,1.29E-03
ZDHHC7,1.29E-03
ZFP36L1,1.29E-03
ZKSCAN1,1.29E-03
ZNF215,1.29E-03
ZNF239,1.29E-03
ZNF688,1.29E-03
ZNF91,1.29E-03
ZSCAN5A,1.29E-03
ABR,1.28E-03
ACHE,1.28E-03
ACVR1B,1.28E-03
ADAM22,1.28E-03
ADRM1,1.28E-03
AFF2,1.28E-03
ALDH3A2,1.28E-03
ALS2CL,1.28E-03
ANGPTL7,1.28E-03
ARHGEF7,1.28E-03
ARMC1,1.28E-03
ARMC7,1.28E-03
ATAD3A /// ATAD3B,1.28E-03
B4GALT3,1.28E-03
BBOX1,1.28E-03
BMP1,1.28E-03
BMX,1.28E-03
C9orf78,1.28E-03
CALCOCO2,1.28E-03
CASQ1,1.28E-03
CDC45,1.28E-03
CDK4,1.28E-03
CFLAR,1.28E-03
CMTR1,1.28E-03
CNPPD1,1.28E-03
CPB1,1.28E-03
CSE1L,1.28E-03
CTNND2,1.28E-03
CXCR4,1.28E-03
DDX41,1.28E-03
DDX51,1.28E-03
DGCR6 /// DGCR6L,1.28E-03
DGKD,1.28E-03
DNA2,1.28E-03
ECM1,1.28E-03
EIF2S1,1.28E-03
EXOC2,1.28E-03
F8,1.28E-03
FASTKD1,1.28E-03
FBXO31,1.28E-03
FCN1,1.28E-03
GFAP,1.28E-03
GPX4,1.28E-03
HINT1,1.28E-03
HIP1,1.28E-03
HIST1H2AK,1.28E-03
HOPX,1.28E-03
HPGDS,1.28E-03
HTR1F,1.28E-03
IFT81,1.28E-03
IGFBP7,1.28E-03
JADE2,1.28E-03
JARID2,1.28E-03
KBTBD2,1.28E-03
KCNN1,1.28E-03
KDM4B,1.28E-03
KIF18B,1.28E-03
KLF9,1.28E-03
KLRG1,1.28E-03
KRT5,1.28E-03
LCAT,1.28E-03
LSM2,1.28E-03
MEGF6,1.28E-03
MIA,1.28E-03
MOGAT2,1.28E-03
MTERF1,1.28E-03
N4BP2L1,1.28E-03
N6AMT1,1.28E-03
NCALD,1.28E-03
NCAM1,1.28E-03
NCAPH,1.28E-03
NDUFAF4,1.28E-03
NPIPB15,1.28E-03
OGFOD2,1.28E-03
OSGEP,1.28E-03
OXR1,1.28E-03
PDCD1,1.28E-03
PEX11A,1.28E-03
PIDD1,1.28E-03
PIGZ,1.28E-03
POLR2K,1.28E-03
PREB,1.28E-03
PSMG2,1.28E-03
PTOV1,1.28E-03
PTPRF,1.28E-03
PTPRH,1.28E-03
QDPR,1.28E-03
RBL2,1.28E-03
RHOBTB1,1.28E-03
RND1,1.28E-03
RPL34,1.28E-03
RPS27L,1.28E-03
SARAF,1.28E-03
SATB2,1.28E-03
SCAMP3,1.28E-03
SERPINI1,1.28E-03
SIDT2,1.28E-03
SLC19A3,1.28E-03
SLC29A1,1.28E-03
SLC6A16,1.28E-03
SLC9A6,1.28E-03
SMARCC1,1.28E-03
SPPL2B,1.28E-03
SRM,1.28E-03
SRP14,1.28E-03
STOM,1.28E-03
STS,1.28E-03
SULT1C2,1.28E-03
SUPV3L1,1.28E-03
SYNJ1,1.28E-03
TBCC,1.28E-03
THSD7A,1.28E-03
TLE4,1.28E-03
TM2D3,1.28E-03
TNFRSF10D,1.28E-03
TRAPPC2,1.28E-03
TUBAL3,1.28E-03
UBR2,1.28E-03
ULK2,1.28E-03
USP4,1.28E-03
USP49,1.28E-03
ZNF208 /// ZNF595 /// ZNF718,1.28E-03
ZNF532,1.28E-03
ZNF711,1.28E-03
ZNF75D,1.28E-03
ACTR3,1.27E-03
AMACR,1.27E-03
AMPD3,1.27E-03
ANGEL1,1.27E-03
APBB2,1.27E-03
APPBP2,1.27E-03
ARID4A,1.27E-03
ATP7A,1.27E-03
BEST1,1.27E-03
BSG,1.27E-03
BTF3,1.27E-03
BTG1,1.27E-03
CA5BP1,1.27E-03
CAPN10,1.27E-03
CASP3,1.27E-03
CCDC134,1.27E-03
CDC42EP4,1.27E-03
CEP350,1.27E-03
CIDEA,1.27E-03
CLDN11,1.27E-03
COX6B1,1.27E-03
COX7A2,1.27E-03
CYP4F8,1.27E-03
DDA1,1.27E-03
DDI2 /// RSC1A1,1.27E-03
DHODH,1.27E-03
DNASE1L2,1.27E-03
DPYSL2,1.27E-03
EIF2B3,1.27E-03
EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,1.27E-03
EIF5A,1.27E-03
ELMO1,1.27E-03
ELP5,1.27E-03
EXTL3,1.27E-03
FAM105A,1.27E-03
FANCI,1.27E-03
FBXO11,1.27E-03
FBXW7,1.27E-03
FCHO1,1.27E-03
FDX1,1.27E-03
FMO4,1.27E-03
GNAQ,1.27E-03
GPN3,1.27E-03
GPR88,1.27E-03
GRB7,1.27E-03
GRM8,1.27E-03
HECTD4,1.27E-03
HIST1H1C,1.27E-03
HIST1H2BK,1.27E-03
HMGXB4,1.27E-03
HNRNPH3,1.27E-03
HPS6,1.27E-03
ICA1,1.27E-03
IFI27,1.27E-03
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31,1.27E-03
IGHM,1.27E-03
IQGAP1,1.27E-03
KCNQ1OT1 /// LOC101927338,1.27E-03
KHK,1.27E-03
KRT8P11 /// KRT8P11,1.27E-03
LASP1,1.27E-03
LEFTY1,1.27E-03
LINC00115,1.27E-03
LRIF1,1.27E-03
LRPPRC,1.27E-03
LY96,1.27E-03
MAN2B1,1.27E-03
MAP3K12,1.27E-03
MAPK6,1.27E-03
MDFI,1.27E-03
METTL5,1.27E-03
MPDU1,1.27E-03
MRPS11,1.27E-03
MTOR,1.27E-03
MYOF,1.27E-03
NACAP1,1.27E-03
NAPG,1.27E-03
NDRG1,1.27E-03
NECAP1,1.27E-03
NECAP2,1.27E-03
NEFH,1.27E-03
NOX5,1.27E-03
NRXN2,1.27E-03
NUDT6,1.27E-03
NUP54,1.27E-03
NUP85,1.27E-03
OGFRL1,1.27E-03
P2RY14,1.27E-03
PARP12,1.27E-03
PCCA,1.27E-03
PDAP1,1.27E-03
PDCD10,1.27E-03
PDCD2,1.27E-03
PIGR,1.27E-03
POLD4,1.27E-03
PON1,1.27E-03
PPARGC1A,1.27E-03
PRNP,1.27E-03
PRR14L,1.27E-03
PRSS3,1.27E-03
PSMB2,1.27E-03
PSORS1C1,1.27E-03
PWAR5,1.27E-03
QKI,1.27E-03
RAB11B,1.27E-03
RAB5B,1.27E-03
RAB5C,1.27E-03
RAMP1,1.27E-03
RBFADN,1.27E-03
RETN,1.27E-03
RGS1,1.27E-03
RIOK3,1.27E-03
RMND5B,1.27E-03
ROBO3,1.27E-03
RPS3A /// SNORD73A,1.27E-03
SCAMP2,1.27E-03
SDF4,1.27E-03
SDHAF1,1.27E-03
SDR39U1,1.27E-03
SERPINF1,1.27E-03
SLC16A6,1.27E-03
SLC6A10P /// SLC6A10PB /// SLC6A8,1.27E-03
SMARCE1,1.27E-03
SMPD1,1.27E-03
SNRK,1.27E-03
STIP1,1.27E-03
SURF2,1.27E-03
TADA2A,1.27E-03
TAF6,1.27E-03
TBC1D9,1.27E-03
TLL1,1.27E-03
TMEM187,1.27E-03
TMPRSS11E,1.27E-03
TNFSF15,1.27E-03
TUBD1,1.27E-03
TXNRD3 /// TXNRD3NB,1.27E-03
UBE2O,1.27E-03
UBL4A,1.27E-03
USP34,1.27E-03
UST,1.27E-03
UVRAG,1.27E-03
WIPF2,1.27E-03
ZBTB48,1.27E-03
ZCCHC4,1.27E-03
ZNF257,1.27E-03
ZNF407,1.27E-03
ZNF518A,1.27E-03
ACOX3,1.26E-03
ADAM21,1.26E-03
ADAMTS9,1.26E-03
ADD2,1.26E-03
AFP,1.26E-03
AMPH,1.26E-03
API5,1.26E-03
ARHGAP4,1.26E-03
ARL6IP5,1.26E-03
ASGR2,1.26E-03
ATP10A,1.26E-03
AVPR2,1.26E-03
BIRC3,1.26E-03
BMPR1A,1.26E-03
BTAF1,1.26E-03
BTBD2,1.26E-03
BTD,1.26E-03
BUB1,1.26E-03
C4BPB,1.26E-03
CA5B,1.26E-03
CALHM2,1.26E-03
CAMK4,1.26E-03
CAND2,1.26E-03
CBFB,1.26E-03
CCL23,1.26E-03
CCSER2,1.26E-03
CD244,1.26E-03
CD79A,1.26E-03
CEP83,1.26E-03
CHST11,1.26E-03
CLIP4,1.26E-03
CLPS,1.26E-03
CMA1,1.26E-03
CNNM4,1.26E-03
COA4,1.26E-03
COPS7B,1.26E-03
CRIP1,1.26E-03
CRYBB3,1.26E-03
CYC1,1.26E-03
CYTH1,1.26E-03
DICER1,1.26E-03
DLGAP1,1.26E-03
EIF4G2,1.26E-03
ETAA1,1.26E-03
FAM168A,1.26E-03
FAM192A,1.26E-03
FANCC,1.26E-03
FYCO1,1.26E-03
GREB1,1.26E-03
GRSF1,1.26E-03
HAMP,1.26E-03
HGD,1.26E-03
HLX,1.26E-03
HSPA13,1.26E-03
HYAL3,1.26E-03
ILF2,1.26E-03
INSIG2,1.26E-03
IPO8,1.26E-03
ITGAE,1.26E-03
ITGAL,1.26E-03
KDM5A,1.26E-03
KRT23,1.26E-03
KRT86 /// LOC100509764,1.26E-03
LAMB1,1.26E-03
LCK,1.26E-03
LGALSL,1.26E-03
LMNB1,1.26E-03
LRP1B,1.26E-03
LSM14B,1.26E-03
LTB4R,1.26E-03
MAGI2,1.26E-03
MAN1A1,1.26E-03
MGP,1.26E-03
MNS1,1.26E-03
MTIF2,1.26E-03
NDOR1,1.26E-03
NDUFB4,1.26E-03
NFX1,1.26E-03
NGLY1,1.26E-03
NHP2,1.26E-03
NIT2,1.26E-03
NOSIP,1.26E-03
NOV,1.26E-03
OFD1,1.26E-03
OGDHL,1.26E-03
PAN2,1.26E-03
PDZRN3,1.26E-03
PFKP,1.26E-03
PLEKHO1,1.26E-03
PMM1,1.26E-03
POLA2,1.26E-03
PPIL6,1.26E-03
PPP6R2,1.26E-03
PRKACA,1.26E-03
PRRC2B,1.26E-03
PSAT1,1.26E-03
PSMC1,1.26E-03
PTP4A3,1.26E-03
PTPRZ1,1.26E-03
RAD52,1.26E-03
RARRES3,1.26E-03
RGS9,1.26E-03
RPL31,1.26E-03
RPS6KA5,1.26E-03
RSG1,1.26E-03
SAP30BP,1.26E-03
SASH3,1.26E-03
SEC14L1,1.26E-03
SLC12A6,1.26E-03
SLC6A8,1.26E-03
SLC7A8,1.26E-03
SLIT3,1.26E-03
SNCA,1.26E-03
SNORA5B /// TBRG4,1.26E-03
SNRPF,1.26E-03
STK38L,1.26E-03
TADA3,1.26E-03
TCEA2,1.26E-03
TCTA,1.26E-03
TEX261,1.26E-03
TGM3,1.26E-03
TM7SF2,1.26E-03
TNNC1,1.26E-03
TOP3A,1.26E-03
TPRKB,1.26E-03
TRAF2,1.26E-03
TRPC4AP,1.26E-03
TTC4,1.26E-03
TTF2,1.26E-03
UBA3,1.26E-03
UGP2,1.26E-03
UTP14A,1.26E-03
VWA5A,1.26E-03
WLS,1.26E-03
YKT6,1.26E-03
ZFP36L2,1.26E-03
ZNF227,1.26E-03
ACSL3,1.25E-03
AGAP2,1.25E-03
AKAP10,1.25E-03
ANKRD27,1.25E-03
AP4M1,1.25E-03
APC2,1.25E-03
APPL1,1.25E-03
ARHGEF6,1.25E-03
ARPC5L,1.25E-03
C14orf93,1.25E-03
C1orf123,1.25E-03
C4A /// C4B /// C4B_2,1.25E-03
C6orf47,1.25E-03
CACNA2D3,1.25E-03
CBS,1.25E-03
CCDC88A,1.25E-03
CCL11,1.25E-03
CCND1,1.25E-03
CDC42BPB,1.25E-03
CES1P1,1.25E-03
CHST1,1.25E-03
CHST2,1.25E-03
CHST8,1.25E-03
CLIC3,1.25E-03
CLK4,1.25E-03
CLTCL1,1.25E-03
CREB5 /// LOC401317,1.25E-03
CSNK1D,1.25E-03
CST2,1.25E-03
CXCL13,1.25E-03
CXCL6,1.25E-03
CYP27B1,1.25E-03
CYP2B7P,1.25E-03
DAPK3 /// MIR637,1.25E-03
DCAF7,1.25E-03
DCAKD,1.25E-03
DCLRE1A,1.25E-03
DECR2,1.25E-03
DERA,1.25E-03
DLEU2,1.25E-03
DNAJB6,1.25E-03
DPF2,1.25E-03
DYRK1A,1.25E-03
EEA1,1.25E-03
EGOT,1.25E-03
EIF3D,1.25E-03
EMCN,1.25E-03
EPHB2,1.25E-03
ERN1,1.25E-03
FADS2,1.25E-03
FARP1,1.25E-03
FHL1,1.25E-03
FRAT1,1.25E-03
FUT6,1.25E-03
FZD9,1.25E-03
GCLC,1.25E-03
GDF5,1.25E-03
GID4,1.25E-03
GMCL1,1.25E-03
GOLGA8N,1.25E-03
GPN2,1.25E-03
HAT1,1.25E-03
HBS1L,1.25E-03
HDAC9,1.25E-03
HERPUD1,1.25E-03
HIST1H2BG /// HIST1H2BJ,1.25E-03
HOOK1,1.25E-03
HOXA4,1.25E-03
HPD,1.25E-03
IBSP,1.25E-03
IDI2-AS1,1.25E-03
IL18BP,1.25E-03
ISOC2,1.25E-03
JADE3,1.25E-03
JAK3,1.25E-03
KCNMB1,1.25E-03
KDELC1,1.25E-03
KIAA0319L,1.25E-03
LAD1,1.25E-03
LGR5,1.25E-03
LIFR,1.25E-03
LY9,1.25E-03
MAGIX,1.25E-03
MAP7,1.25E-03
MAP9,1.25E-03
MAPK1,1.25E-03
METTL2A /// METTL2B,1.25E-03
MGAT3,1.25E-03
MKRN2,1.25E-03
MORN1,1.25E-03
MOSPD1,1.25E-03
MRPS12,1.25E-03
NECAB2,1.25E-03
NOTCH4,1.25E-03
NPC1,1.25E-03
NSMAF,1.25E-03
PA2G4,1.25E-03
PDGFA,1.25E-03
PDK3,1.25E-03
PES1,1.25E-03
PEX10,1.25E-03
PEX26,1.25E-03
PGPEP1,1.25E-03
PHF14,1.25E-03
PHGDH,1.25E-03
PID1,1.25E-03
PIGK,1.25E-03
PIK3C2A,1.25E-03
PIP5K1C,1.25E-03
PLA2G6,1.25E-03
PLCB4,1.25E-03
PLIN3,1.25E-03
PLSCR1,1.25E-03
