gene,influence
FLOT1,3.53E-03
GRM2,3.53E-03
HEBP1,3.53E-03
IGF2BP2,3.53E-03
IPO9,3.53E-03
IZUMO4,3.53E-03
KCND3,3.53E-03
L1TD1,3.53E-03
MROH7,3.53E-03
MUC6,3.53E-03
PDGFD,3.53E-03
PRRG2,3.53E-03
RAPGEFL1,3.53E-03
RARRES2,3.53E-03
RHOD,3.53E-03
RIMS1,3.53E-03
RUFY3,3.53E-03
TBXAS1,3.53E-03
THBS4,3.53E-03
XRCC3,3.53E-03
ABCB1,3.52E-03
AMACR,3.52E-03
ANPEP,3.52E-03
ARMCX2,3.52E-03
C1orf116,3.52E-03
CHPT1,3.52E-03
COCH,3.52E-03
CSAD,3.52E-03
ELMO2,3.52E-03
FAM49A,3.52E-03
FCER2,3.52E-03
GBP1,3.52E-03
GPD1L,3.52E-03
HSD17B8,3.52E-03
IFT22,3.52E-03
LRBA,3.52E-03
MT1HL1,3.52E-03
MTFR1,3.52E-03
NUDT11,3.52E-03
OLFM4,3.52E-03
P2RY11 /// PPAN-P2RY11,3.52E-03
PDCD1LG2,3.52E-03
PTK6,3.52E-03
S100B,3.52E-03
SPAG4,3.52E-03
STK32B,3.52E-03
TCEA2,3.52E-03
TRH,3.52E-03
TRIM3,3.52E-03
WRNIP1,3.52E-03
ZNF93,3.52E-03
ABCD2,3.51E-03
AOAH,3.51E-03
ATN1,3.51E-03
CENPT,3.51E-03
CSTA,3.51E-03
DIO2,3.51E-03
DMWD,3.51E-03
DYRK1B,3.51E-03
FXR2,3.51E-03
GPR137B,3.51E-03
IER3,3.51E-03
LMO3,3.51E-03
LMO4,3.51E-03
MCHR1,3.51E-03
NEBL,3.51E-03
PON1,3.51E-03
SNORA21,3.51E-03
TPH1,3.51E-03
TRAIP,3.51E-03
UGDH,3.51E-03
UMOD,3.51E-03
ZNF444,3.51E-03
ZNF668,3.51E-03
ZWILCH,3.51E-03
ZWINT,3.51E-03
ADORA1,3.50E-03
ANG,3.50E-03
ARHGEF28,3.50E-03
ARRB1,3.50E-03
ATP6AP2,3.50E-03
B3GALT5,3.50E-03
CAND2,3.50E-03
CDCA8,3.50E-03
CEACAM7,3.50E-03
COL15A1,3.50E-03
EPHX2,3.50E-03
F10,3.50E-03
F2RL2,3.50E-03
FBXL7,3.50E-03
FZD3,3.50E-03
IFI6,3.50E-03
IGLL3P,3.50E-03
IL1R2,3.50E-03
ITGA3,3.50E-03
ITGB5,3.50E-03
JRKL,3.50E-03
KIF24,3.50E-03
KIF5C,3.50E-03
LGALS8,3.50E-03
MAST4,3.50E-03
MCF2L-AS1,3.50E-03
MMP23A /// MMP23B,3.50E-03
MTCL1,3.50E-03
PERP,3.50E-03
PPIP5K1,3.50E-03
PRF1,3.50E-03
SFTPD,3.50E-03
SLC19A2,3.50E-03
SLC7A1,3.50E-03
SUGP2,3.50E-03
TACC3,3.50E-03
TGFBR3,3.50E-03
TRPS1,3.50E-03
TSPAN6,3.50E-03
ZBTB18,3.50E-03
ANGPTL4,3.49E-03
CADPS2,3.49E-03
CBLC,3.49E-03
CCDC144A,3.49E-03
CGA,3.49E-03
CITED1,3.49E-03
EFCAB6,3.49E-03
EPB41,3.49E-03
EXOC5,3.49E-03
GOLT1B,3.49E-03
HP1BP3,3.49E-03
HS3ST3B1,3.49E-03
IL6ST,3.49E-03
L1CAM,3.49E-03
LIME1,3.49E-03
MAN2B2,3.49E-03
MAPKBP1,3.49E-03
NAT6,3.49E-03
NPAS2,3.49E-03
PDE7B,3.49E-03
PGAP3,3.49E-03
PLXND1,3.49E-03
REEP2,3.49E-03
RFPL3S,3.49E-03
RIC3,3.49E-03
RRP15,3.49E-03
RRP8,3.49E-03
S100G,3.49E-03
SELENBP1,3.49E-03
SIRT4,3.49E-03
SOSTDC1,3.49E-03
SRGN,3.49E-03
TSSK2,3.49E-03
UNC5C,3.49E-03
ARNTL2,3.48E-03
ATP6V0E2,3.48E-03
BCAT1,3.48E-03
CALB2,3.48E-03
CASQ2,3.48E-03
CBLB,3.48E-03
CD3D,3.48E-03
CLDN22 /// WWC2,3.48E-03
ENPP1,3.48E-03
GNRH1,3.48E-03
GREB1L,3.48E-03
GRTP1,3.48E-03
GZMK,3.48E-03
HIST1H2BK,3.48E-03
IL9R,3.48E-03
LAIR1,3.48E-03
MAP3K1,3.48E-03
MLLT11,3.48E-03
PAQR6,3.48E-03
PPP1R14B,3.48E-03
SLC14A1,3.48E-03
SLC38A4,3.48E-03
SRPX2,3.48E-03
STAM2,3.48E-03
THBD,3.48E-03
TYMS,3.48E-03
ZNF407,3.48E-03
ZNF446,3.48E-03
ACTL8,3.47E-03
ADCY9,3.47E-03
AQP3,3.47E-03
BSPRY,3.47E-03
CENPM,3.47E-03
CST2,3.47E-03
ERBB2,3.47E-03
FAM169A,3.47E-03
FBXW4P1,3.47E-03
FGFR3,3.47E-03
GNG13,3.47E-03
H2AFZ,3.47E-03
IFIH1,3.47E-03
KLHL29,3.47E-03
LILRB1,3.47E-03
LRRC37A2 /// LRRC37A4P,3.47E-03
MAGOHB,3.47E-03
MIS18BP1,3.47E-03
NPDC1,3.47E-03
NUDT18,3.47E-03
PTGER2,3.47E-03
RBBP9,3.47E-03
RGN,3.47E-03
RTN1,3.47E-03
WARS,3.47E-03
ACKR1,3.46E-03
CD160,3.46E-03
CDKN3,3.46E-03
CHD7,3.46E-03
CLU,3.46E-03
CYP2B6,3.46E-03
CYP4F12,3.46E-03
DPT,3.46E-03
EEF1A2,3.46E-03
EFNA5,3.46E-03
FCN3,3.46E-03
GCFC2,3.46E-03
GPR19,3.46E-03
GSTCD,3.46E-03
IL13RA2,3.46E-03
KRT8P17 /// KRT8P17,3.46E-03
LDLRAD4,3.46E-03
LFNG,3.46E-03
MYO15B,3.46E-03
NPR1,3.46E-03
NTS,3.46E-03
SMYD3,3.46E-03
ST8SIA4,3.46E-03
TMEM255A,3.46E-03
TRMT2A,3.46E-03
TTC30A,3.46E-03
VGLL1,3.46E-03
ACKR2,3.45E-03
ACOT11,3.45E-03
AMD1,3.45E-03
CDC14A,3.45E-03
CENPU,3.45E-03
DEFB1,3.45E-03
DHCR24,3.45E-03
DNAJC6,3.45E-03
DSG3,3.45E-03
ERCC6L,3.45E-03
GMNN,3.45E-03
HOXA11,3.45E-03
HSPB7,3.45E-03
JMJD7 /// JMJD7-PLA2G4B,3.45E-03
LENEP,3.45E-03
LOXL1,3.45E-03
LRP12,3.45E-03
MAP1LC3C,3.45E-03
MIP,3.45E-03
MMP28,3.45E-03
PDS5B,3.45E-03
PLCB4,3.45E-03
PODXL2,3.45E-03
PTGS2,3.45E-03
TMC5,3.45E-03
TMEM100,3.45E-03
TNFSF18,3.45E-03
XCL1,3.45E-03
ZDHHC11 /// ZDHHC11B,3.45E-03
ZNF213-AS1,3.45E-03
CA8,3.44E-03
CLDN8,3.44E-03
CLIC4,3.44E-03
CPA3,3.44E-03
CTSK,3.44E-03
ELL2,3.44E-03
FPR1,3.44E-03
GAD1,3.44E-03
GOLGA8N,3.44E-03
HIST2H2BE,3.44E-03
IL33,3.44E-03
KLRF1,3.44E-03
KRT85,3.44E-03
LPCAT1,3.44E-03
LTB,3.44E-03
MMP12,3.44E-03
NID1,3.44E-03
NINJ1,3.44E-03
PGAP1,3.44E-03
PLCL2,3.44E-03
RAC3,3.44E-03
RAPGEF4,3.44E-03
SCT,3.44E-03
SNRPA1,3.44E-03
TESC,3.44E-03
TFF2,3.44E-03
TPSB2,3.44E-03
ZNF549,3.44E-03
ACADL,3.43E-03
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B,3.43E-03
ADAMTS8,3.43E-03
ANGPT1,3.43E-03
CACNA2D2,3.43E-03
CH25H,3.43E-03
CLIC1P1 /// CLIC1P1,3.43E-03
CUL2,3.43E-03
EDN2,3.43E-03
FYCO1,3.43E-03
GJA4,3.43E-03
GMDS,3.43E-03
GPR171,3.43E-03
H2AFJ,3.43E-03
HIST1H2APS4 /// HIST1H2APS4,3.43E-03
IGFBP6,3.43E-03
KCNA3,3.43E-03
LCAT,3.43E-03
LRRN2,3.43E-03
MAML3,3.43E-03
MMP11,3.43E-03
NCBP1,3.43E-03
NOVA1,3.43E-03
SLC39A4,3.43E-03
SPP1,3.43E-03
ST6GAL1,3.43E-03
TINAGL1,3.43E-03
ZNF395,3.43E-03
ADAMTS1,3.42E-03
AGER,3.42E-03
AP1M2,3.42E-03
CBLN1,3.42E-03
CD72,3.42E-03
CDC6,3.42E-03
CHIT1,3.42E-03
GM2A,3.42E-03
GNAI1,3.42E-03
GNLY,3.42E-03
GPSM2,3.42E-03
GSDMB,3.42E-03
GTF2IRD2B,3.42E-03
HIST1H3G,3.42E-03
IDO1,3.42E-03
KLK10,3.42E-03
METTL7A,3.42E-03
MSH5 /// MSH5-SAPCD1 /// SAPCD1,3.42E-03
PAK3,3.42E-03
PFDN4,3.42E-03
PKP1,3.42E-03
PTCH1,3.42E-03
RECQL4,3.42E-03
RFXAP,3.42E-03
ROM1,3.42E-03
SIM1,3.42E-03
SLC15A2,3.42E-03
THPO,3.42E-03
TM7SF2,3.42E-03
TNFSF11,3.42E-03
VAPB,3.42E-03
ZNF276,3.42E-03
ALDH1A1,3.41E-03
APOBEC3A /// APOBEC3A_B,3.41E-03
CPZ /// GPR78,3.41E-03
CYP27B1,3.41E-03
DUSP9,3.41E-03
FHOD3,3.41E-03
KBTBD11,3.41E-03
LMO1,3.41E-03
MED16,3.41E-03
MMP27,3.41E-03
NAP1L2,3.41E-03
NDUFAF7,3.41E-03
NIP7,3.41E-03
POLD4,3.41E-03
RANBP3,3.41E-03
RBKS,3.41E-03
RIPPLY3,3.41E-03
RTN2,3.41E-03
SEMA3B,3.41E-03
STYK1,3.41E-03
THBS2,3.41E-03
TJAP1,3.41E-03
USP18,3.41E-03
WFS1,3.41E-03
ADAM12,3.40E-03
ANXA8 /// ANXA8L1,3.40E-03
ASCL2,3.40E-03
ATAD2,3.40E-03
B4GALT6,3.40E-03
BCAS4,3.40E-03
COBLL1,3.40E-03
CXCL1,3.40E-03
CXCL6,3.40E-03
CYP26B1,3.40E-03
DMC1,3.40E-03
FBLN5,3.40E-03
FEZ1,3.40E-03
GPR3,3.40E-03
GTF2H2B,3.40E-03
HAS2,3.40E-03
IGF1,3.40E-03
IGFBP2,3.40E-03
IGKV1-17 /// IGKV1-17,3.40E-03
IQCA1,3.40E-03
LAMC3,3.40E-03
LAT,3.40E-03
MAB21L1 /// MIR548F5,3.40E-03
MNS1,3.40E-03
NIPAL3,3.40E-03
NUDT4,3.40E-03
PCDHGA10,3.40E-03
PLA2G4A,3.40E-03
PLK4,3.40E-03
PTTG1,3.40E-03
RAB3GAP2,3.40E-03
RGS4,3.40E-03
SH3BGR,3.40E-03
STARD3,3.40E-03
TBCEL,3.40E-03
TCHH,3.40E-03
TIMP3,3.40E-03
TMEM47,3.40E-03
TUBA4A,3.40E-03
ZMIZ2,3.40E-03
ACKR4,3.39E-03
AMDHD2 /// CEMP1,3.39E-03
ARHGEF38,3.39E-03
BCAM,3.39E-03
C16orf45,3.39E-03
C3,3.39E-03
CCL20,3.39E-03
COL3A1,3.39E-03
DALRD3,3.39E-03
DKK1,3.39E-03
EIF4EBP1,3.39E-03
EMP1,3.39E-03
FSCN3,3.39E-03
FUT3,3.39E-03
GRIP2,3.39E-03
H2AFY2,3.39E-03
IL17RB,3.39E-03
ITM2A,3.39E-03
KIAA0408,3.39E-03
LRIG1,3.39E-03
LTBP2,3.39E-03
MCM6,3.39E-03
NDUFA7,3.39E-03
NETO2,3.39E-03
NUMA1,3.39E-03
PDGFRA,3.39E-03
PRDX4,3.39E-03
RASGRP1,3.39E-03
SCN7A,3.39E-03
TPSG1,3.39E-03
ZNF91,3.39E-03
AHI1,3.38E-03
ALDH3B2,3.38E-03
BRCA2,3.38E-03
C14orf132,3.38E-03
CDADC1,3.38E-03
CEP55,3.38E-03
CHM,3.38E-03
COL10A1,3.38E-03
CYSLTR1,3.38E-03
DCLK1,3.38E-03
EPHX1,3.38E-03
FTCD,3.38E-03
GINS2,3.38E-03
GLA,3.38E-03
HIVEP3,3.38E-03
IGLL5,3.38E-03
KAZALD1,3.38E-03
KREMEN2,3.38E-03
LGALS7 /// LGALS7B,3.38E-03
LPAR6,3.38E-03
LRRC14,3.38E-03
LRRC37A3,3.38E-03
MCF2L2,3.38E-03
MTMR7,3.38E-03
MXRA8,3.38E-03
NRXN2,3.38E-03
OR7A5,3.38E-03
PRKACB,3.38E-03
PRKD1,3.38E-03
PROS1,3.38E-03
PTGDR2,3.38E-03
RHCE /// RHD,3.38E-03
RNF5,3.38E-03
RPL10L,3.38E-03
S100A7,3.38E-03
SEZ6L,3.38E-03
SIRPG,3.38E-03
ZNF10,3.38E-03
AHNAK2,3.37E-03
CCDC81,3.37E-03
CCDC85B,3.37E-03
CEACAM1,3.37E-03
CHEK1,3.37E-03
DNAJC28,3.37E-03
DSTNP1 /// DSTNP1,3.37E-03
EIF4EBP2,3.37E-03
FAR2,3.37E-03
FBLN1,3.37E-03
FCRL2,3.37E-03
GNG12,3.37E-03
GPR85,3.37E-03
INPP5D,3.37E-03
IPCEF1,3.37E-03
LAMP5,3.37E-03
LPO,3.37E-03
LRP4,3.37E-03
LYPD1,3.37E-03
MAST1,3.37E-03
MMP16,3.37E-03
PAMR1,3.37E-03
PLEC,3.37E-03
PTGIS,3.37E-03
RFPL1S,3.37E-03
SBNO2,3.37E-03
SKA1,3.37E-03
TMEM62,3.37E-03
TRIM46,3.37E-03
VPS53,3.37E-03
ABCA3,3.36E-03
ALDH4A1,3.36E-03
ANXA1,3.36E-03
BCHE,3.36E-03
BMPR1B,3.36E-03
CACNG1,3.36E-03
CCL2,3.36E-03
CHST2,3.36E-03
CXCL11,3.36E-03
DACH1,3.36E-03
DLL3,3.36E-03
ELOVL2,3.36E-03
ESPL1,3.36E-03
EVC,3.36E-03
FAM149B1,3.36E-03
FGF18,3.36E-03
GP1BB /// SEPT5 /// SEPT5-GP1BB,3.36E-03
IDI2-AS1,3.36E-03
IL1RL2,3.36E-03
ITGA1,3.36E-03
KIAA0319,3.36E-03
LMOD1,3.36E-03
LZTS1,3.36E-03
MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,3.36E-03
MAP7D3,3.36E-03
MIA,3.36E-03
NAB1,3.36E-03
NMI,3.36E-03
PHC1,3.36E-03
PNPLA3,3.36E-03
PVR,3.36E-03
RBM26,3.36E-03
RELN,3.36E-03
RHOH,3.36E-03
S100A5,3.36E-03
SEMA6A,3.36E-03
SLC39A2,3.36E-03
SOAT1,3.36E-03
TACR2,3.36E-03
TADA3,3.36E-03
TGFBR1,3.36E-03
TNFRSF10D,3.36E-03
TNFRSF25,3.36E-03
TRAF3IP1,3.36E-03
UGCG,3.36E-03
URI1,3.36E-03
UTS2,3.36E-03
ADRA2A,3.35E-03
AP1S1,3.35E-03
BTN3A2,3.35E-03
CCDC181,3.35E-03
CD40,3.35E-03
CHML,3.35E-03
COTL1,3.35E-03
CYP2A13,3.35E-03
EFHC1,3.35E-03
GAP43,3.35E-03
GHRH,3.35E-03
ITM2C,3.35E-03
MAD2L1,3.35E-03
MISP,3.35E-03
MKRN2,3.35E-03
MMP7,3.35E-03
MVD,3.35E-03
NCS1,3.35E-03
NKAIN1,3.35E-03
NPTX2,3.35E-03
NUDT6,3.35E-03
OTUD4,3.35E-03
SCD,3.35E-03
SFN,3.35E-03
SIGLEC8,3.35E-03
SMC4,3.35E-03
TLDC1,3.35E-03
TLE2,3.35E-03
TOB1,3.35E-03
TSHZ2,3.35E-03
UPK3B,3.35E-03
VPREB3,3.35E-03
ACTA2,3.34E-03
B9D2,3.34E-03
CALD1,3.34E-03
CAMP,3.34E-03
CBX2,3.34E-03
CHRM4,3.34E-03
CLPB,3.34E-03
DCSTAMP,3.34E-03
DDO,3.34E-03
GALNT6,3.34E-03
GLRX,3.34E-03
GPR87,3.34E-03
IMPA2,3.34E-03
ISG15,3.34E-03
KCNK5,3.34E-03
KPNA2,3.34E-03
LAMP1,3.34E-03
NAT8 /// NAT8B,3.34E-03
ORC1,3.34E-03
PEX6,3.34E-03
RGS11,3.34E-03
RTP4,3.34E-03
S100A3,3.34E-03
SEC14L1P1,3.34E-03
TP53AIP1,3.34E-03
UGT2B15,3.34E-03
VN1R1,3.34E-03
ABCG1,3.33E-03
ADAMTS5,3.33E-03
APBA3,3.33E-03
ATP6V0A4,3.33E-03
BIRC5,3.33E-03
C1S,3.33E-03
CES1P1,3.33E-03
CP,3.33E-03
CST4,3.33E-03
CYFIP2,3.33E-03
DVL2,3.33E-03
FKBP1B,3.33E-03
FMO5,3.33E-03
GALNT12,3.33E-03
IL21R,3.33E-03
KCTD3,3.33E-03
LIPG,3.33E-03
LY6E,3.33E-03
MRPL41,3.33E-03
MUC5B,3.33E-03
MYO6,3.33E-03
PLOD2,3.33E-03
PPP1R7,3.33E-03
PTPRD,3.33E-03
PTPRK,3.33E-03
RGS14,3.33E-03
RIN3,3.33E-03
RNF39,3.33E-03
SLC43A3,3.33E-03
SORT1,3.33E-03
SPICE1,3.33E-03
STAR,3.33E-03
TK1,3.33E-03
TSC22D3,3.33E-03
ZAP70,3.33E-03
ZBTB44,3.33E-03
ZNF862,3.33E-03
ADCY2,3.32E-03
AFP,3.32E-03
C19orf73,3.32E-03
CASKIN2,3.32E-03
CCL8,3.32E-03
CDH2,3.32E-03
COQ4,3.32E-03
EDN1,3.32E-03
EPHA4,3.32E-03
ERAP2,3.32E-03
GOLGA8A,3.32E-03
IGHV5-78,3.32E-03
IGLL1,3.32E-03
ITGA6,3.32E-03
JAM3,3.32E-03
KLC2,3.32E-03
MAPRE3,3.32E-03
NDP,3.32E-03
NVL,3.32E-03
PBXIP1,3.32E-03
PLA2G2D,3.32E-03
PLCB1,3.32E-03
PMS2P4,3.32E-03
PNLIPRP2,3.32E-03
RANBP1,3.32E-03
S100A9,3.32E-03
SCUBE2,3.32E-03
SETBP1,3.32E-03
SIAH2,3.32E-03
SYNCRIP,3.32E-03
TIMP4,3.32E-03
UBASH3A,3.32E-03
ZNF132,3.32E-03
ZNF516,3.32E-03
AASS,3.31E-03
ACVR1B,3.31E-03
BEND5,3.31E-03
C2orf54,3.31E-03
CCT5,3.31E-03
CYP2U1,3.31E-03
EDIL3,3.31E-03
FKBP5,3.31E-03
GABRD,3.31E-03
GPR63,3.31E-03
HIST1H2BG /// HIST1H2BJ,3.31E-03
IBSP,3.31E-03
IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37,3.31E-03
KRT6A,3.31E-03
LDHC,3.31E-03
LYPD3,3.31E-03
NAT8B,3.31E-03
NOS1AP,3.31E-03
NOS3,3.31E-03
NT5DC2,3.31E-03
P2RY10,3.31E-03
PDE4DIP,3.31E-03
PFKFB1,3.31E-03
PLLP,3.31E-03
PMP22,3.31E-03
PTCD2,3.31E-03
PTGS1,3.31E-03
PTPN7,3.31E-03
RAD51AP1,3.31E-03
RNF185-AS1,3.31E-03
ROPN1B,3.31E-03
SLC18A2,3.31E-03
SLC19A1,3.31E-03
SLC44A1,3.31E-03
ST6GALNAC2,3.31E-03
SUN1,3.31E-03
TENM3,3.31E-03
TLE1,3.31E-03
ZNF80,3.31E-03
ABHD8,3.30E-03
CDCA3,3.30E-03
CHAD,3.30E-03
CNTF,3.30E-03
DOCK5,3.30E-03
DST,3.30E-03
ELAVL2,3.30E-03
FGFR2,3.30E-03
IGFBP3,3.30E-03
INHBA,3.30E-03
ITIH3,3.30E-03
KRT18P38 /// KRT18P38,3.30E-03
LTF,3.30E-03
MAP2,3.30E-03
MARK2,3.30E-03
MN1,3.30E-03
MYT1,3.30E-03
NOX1,3.30E-03
PHLDA2,3.30E-03
PLEKHF2,3.30E-03
PRRG4,3.30E-03
SFRP4,3.30E-03
SIX2,3.30E-03
SLC16A2,3.30E-03
SMG7-AS1,3.30E-03
STMN2,3.30E-03
SYN1,3.30E-03
TFRC,3.30E-03
VILL,3.30E-03
ZNF225,3.30E-03
ABCA8,3.29E-03
ACOX2,3.29E-03
APOC2 /// APOC4 /// APOC4-APOC2,3.29E-03
ATP1A2,3.29E-03
CCDC68,3.29E-03
CDC45,3.29E-03
CDH5,3.29E-03
CERS1 /// GDF1,3.29E-03
COL14A1,3.29E-03
COL21A1,3.29E-03
CYR61,3.29E-03
DMD,3.29E-03
DUSP1,3.29E-03
EREG,3.29E-03
FBXO41 /// LOC101927826,3.29E-03
FLRT3,3.29E-03
GLRB,3.29E-03
GPR75,3.29E-03
HAND2-AS1,3.29E-03
HES2,3.29E-03
HIST1H1D,3.29E-03
HIST1H2BB,3.29E-03
HIST1H3F,3.29E-03
IGLV1-44,3.29E-03
IL18R1,3.29E-03
ITPR1,3.29E-03
KIF15,3.29E-03
LEFTY1,3.29E-03
LOXL2,3.29E-03
LRRC36,3.29E-03
MDC1,3.29E-03
MEIS3P1,3.29E-03
MIER2,3.29E-03
MRPS18C,3.29E-03
NDUFA2,3.29E-03
POLDIP3,3.29E-03
POPDC3,3.29E-03
SERPINB2,3.29E-03
SH3BP4,3.29E-03
SLAMF8,3.29E-03
SLC16A10,3.29E-03
STAG3,3.29E-03
STK11,3.29E-03
TMPRSS11E,3.29E-03
TNNI3,3.29E-03
TUBB2B,3.29E-03
VCPIP1,3.29E-03
VPS45,3.29E-03
ZNF674,3.29E-03
ARMCX1,3.28E-03
CD79B,3.28E-03
CERS6,3.28E-03
CRIP2,3.28E-03
DBET /// DUX3 /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100133400 /// LOC100287823 /// LOC100288289 /// LOC100291626 /// LOC652301,3.28E-03
DBNDD1,3.28E-03
ECI2,3.28E-03
EVPL,3.28E-03
FHL2,3.28E-03
GPRASP1,3.28E-03
GRIA2,3.28E-03
HBB,3.28E-03
IL1RAP,3.28E-03
LYN,3.28E-03
MAST3,3.28E-03
MMP17,3.28E-03
MYH13,3.28E-03
PIK3R1,3.28E-03
PKP2,3.28E-03
PLEKHA4,3.28E-03
PRPH2,3.28E-03
RET,3.28E-03
RNFT2,3.28E-03
SDC2,3.28E-03
SMAD9,3.28E-03
SMC2,3.28E-03
TSPAN12,3.28E-03
XIST,3.28E-03
ADAMDEC1,3.27E-03
ASIC1,3.27E-03
AURKA,3.27E-03
C1QTNF3,3.27E-03
CCL21,3.27E-03
CDSN,3.27E-03
CSAG2 /// CSAG3,3.27E-03
CT62,3.27E-03
ERBB3,3.27E-03
FOXRED2,3.27E-03
GZMH,3.27E-03
HSD17B1,3.27E-03
HSD17B4,3.27E-03
IL24,3.27E-03
LNPEP,3.27E-03
LRP6,3.27E-03
LY75,3.27E-03
NCAM2,3.27E-03
NSUN7,3.27E-03
PAK2,3.27E-03
PAPPA,3.27E-03
PFKFB2,3.27E-03
RPL23AP53,3.27E-03
SCCPDH,3.27E-03
SERPINA1,3.27E-03
SGPL1,3.27E-03
SH2D2A,3.27E-03
SLC6A9,3.27E-03
STOM,3.27E-03
SULT4A1,3.27E-03
SYBU,3.27E-03
ZNF550,3.27E-03
ABCA6,3.26E-03
ADA,3.26E-03
AGT,3.26E-03
AIF1,3.26E-03
ALDH8A1,3.26E-03
ARHGAP25,3.26E-03
CCDC88C,3.26E-03
CD1D,3.26E-03
CINP,3.26E-03
CSRP2,3.26E-03
EEA1,3.26E-03
EMC10,3.26E-03
ENPP2,3.26E-03
EPOR,3.26E-03
FBXO16 /// ZNF395,3.26E-03
FDXR,3.26E-03
GPR1,3.26E-03
HCN2,3.26E-03
HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM,3.26E-03
ICA1,3.26E-03
KRT7,3.26E-03
LIMD2,3.26E-03
MED1,3.26E-03
MEFV,3.26E-03
NOL10,3.26E-03
PCDHB8,3.26E-03
PDE11A,3.26E-03
PDZRN3,3.26E-03
PLIN1,3.26E-03
PMAIP1,3.26E-03
POLI,3.26E-03
PRR15L,3.26E-03
RASAL2,3.26E-03
RRAD,3.26E-03
SLC28A3,3.26E-03
SLC35E2 /// SLC35E2B,3.26E-03
SLC6A14,3.26E-03
SLC9A3R1,3.26E-03
SPAG5,3.26E-03
STX11,3.26E-03
TAF1C,3.26E-03
WNT2,3.26E-03
AGBL3,3.25E-03
ARHGAP33,3.25E-03
CACNA1H,3.25E-03
CRAT,3.25E-03
ECHDC1,3.25E-03
EHD2,3.25E-03
ERMAP,3.25E-03
FADS2,3.25E-03
FAM66D,3.25E-03
FGF13,3.25E-03
FNDC3B /// LOC101928615,3.25E-03
HERC2P2 /// HERC2P9,3.25E-03
HOXD3 /// HOXD4 /// LOC401021,3.25E-03
ICAM1,3.25E-03
IL11RA,3.25E-03
KIT,3.25E-03
LGR5,3.25E-03
LRRTM2,3.25E-03
MATN3,3.25E-03
MCM2,3.25E-03
PNOC,3.25E-03
POLR2L,3.25E-03
PSD3,3.25E-03
RND1,3.25E-03
RNF186,3.25E-03
SARDH,3.25E-03
SCML1,3.25E-03
SLC4A7,3.25E-03
SPATS2L,3.25E-03
TMSB15A /// TMSB15B,3.25E-03
TRIM2,3.25E-03
TWSG1,3.25E-03
ZNF587B,3.25E-03
ANKRD36B,3.24E-03
CCL14 /// CCL15-CCL14,3.24E-03
CDK5R1,3.24E-03
CHERP,3.24E-03
CYP46A1,3.24E-03
CYP4B1,3.24E-03
FAM155B,3.24E-03
GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2,3.24E-03
GULP1,3.24E-03
HOXA3,3.24E-03
HSD17B3,3.24E-03
IL18BP,3.24E-03
IL2RG,3.24E-03
LIFR,3.24E-03
MED27,3.24E-03
MTAP,3.24E-03
NDUFB2-AS1,3.24E-03
ODC1,3.24E-03
PDZRN4,3.24E-03
PENK,3.24E-03
PHF20L1,3.24E-03
PLP1,3.24E-03
PRKX,3.24E-03
SCN4A,3.24E-03
TBC1D31,3.24E-03
TYRP1,3.24E-03
WDFY3,3.24E-03
WDR18,3.24E-03
WNT10B,3.24E-03
ACR,3.23E-03
AKAP12,3.23E-03
ANKRD2,3.23E-03
AP3B2,3.23E-03
ARHGEF17,3.23E-03
ATP6V1B1,3.23E-03
ATRNL1,3.23E-03
C1QA,3.23E-03
C4BPA,3.23E-03
ELOVL5,3.23E-03
EPB41L4A-AS2,3.23E-03
FABP6,3.23E-03
FZD8 /// MIR4683,3.23E-03
GAS1,3.23E-03
GSTM3,3.23E-03
HIST1H4I,3.23E-03
HSPB2,3.23E-03
HSPB8,3.23E-03
IFRD1,3.23E-03
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31,3.23E-03
IL20RA,3.23E-03
KCNAB1,3.23E-03
KRT18,3.23E-03
KYNU,3.23E-03
MS4A1,3.23E-03
MXRA5,3.23E-03
NME8,3.23E-03
NMU,3.23E-03
OSBPL3,3.23E-03
PCDHB13,3.23E-03
RNLS,3.23E-03
SAP18,3.23E-03
TIGD6,3.23E-03
TP53TG1,3.23E-03
TPPP3,3.23E-03
WWP1,3.23E-03
ABCC4,3.22E-03
AVPR2,3.22E-03
BLM,3.22E-03
CCND1,3.22E-03
CD207,3.22E-03
CLIP3,3.22E-03
CRYM,3.22E-03
CST1,3.22E-03
CXCL9,3.22E-03
DNMT3A,3.22E-03
FUT8,3.22E-03
GABRB3,3.22E-03
GGH,3.22E-03
HCG4,3.22E-03
HSD17B2,3.22E-03
ICAM5,3.22E-03
MBNL3,3.22E-03
MMP2,3.22E-03
NDC80,3.22E-03
