gene,influence
MAPK8,1.57E-03
DUSP5,1.57E-03
PDCL,1.57E-03
ORC2,1.57E-03
PJA2,1.57E-03
DLD,1.57E-03
GRPEL1,1.57E-03
COL16A1,1.57E-03
UGP2,1.57E-03
CALR,1.57E-03
RUNDC3B,1.57E-03
SDC2,1.56E-03
STAMBP,1.56E-03
TMEM208,1.56E-03
S100P,1.56E-03
NUP62,1.56E-03
MFSD6,1.56E-03
TLR8,1.56E-03
ICA1,1.56E-03
SPECC1L,1.56E-03
CEMIP,1.56E-03
HAND2,1.56E-03
ABHD8,1.56E-03
CDH13,1.56E-03
NUP160,1.56E-03
SMC3,1.56E-03
SMARCE1,1.56E-03
GTDC1,1.56E-03
RAB3IL1,1.56E-03
AK6,1.56E-03
MICB,1.56E-03
THSD4,1.56E-03
CASD1,1.56E-03
NMRK1,1.56E-03
KRAS,1.56E-03
CR1,1.56E-03
UGGT2,1.56E-03
RTN2,1.56E-03
SDHA,1.56E-03
CROT,1.56E-03
TTC19,1.56E-03
PLCB4,1.56E-03
TAT,1.56E-03
STK39,1.56E-03
ABCC10,1.56E-03
MED23,1.56E-03
VAPA,1.56E-03
CA14,1.56E-03
APOE,1.56E-03
SLC27A5,1.56E-03
CTNNA1,1.56E-03
TMA16,1.56E-03
KCNS1,1.56E-03
KIF17,1.56E-03
ARHGAP8 /// PRR5-ARHGAP8,1.56E-03
UHRF1BP1L,1.56E-03
EIF3I,1.56E-03
RPL27AP /// RPL27AP,1.56E-03
XKR8,1.56E-03
TMEM248,1.55E-03
RASSF7,1.55E-03
PALB2,1.55E-03
ILF2,1.55E-03
TUBAL3,1.55E-03
FAM214B,1.55E-03
ARHGAP29,1.55E-03
SCMH1,1.55E-03
ZNF611,1.55E-03
SYT11,1.55E-03
AVPI1,1.55E-03
PTK6,1.55E-03
CEP70,1.55E-03
HIST1H2AL,1.55E-03
MRPL19,1.55E-03
SLCO5A1,1.55E-03
SEC31A,1.55E-03
ASPSCR1,1.55E-03
PPT1,1.55E-03
UBL5,1.55E-03
PI4KB,1.55E-03
CD68 /// LOC101928634 /// SNORA67,1.55E-03
CPNE3,1.55E-03
DHCR7,1.55E-03
CYP3A5,1.55E-03
ZNF222,1.55E-03
STIM1,1.55E-03
RPS18,1.55E-03
EVC,1.55E-03
CDK7,1.55E-03
BGLAP /// PMF1 /// PMF1-BGLAP,1.55E-03
PLXDC2,1.55E-03
KCND3,1.55E-03
ACSM3,1.55E-03
ATP1A2,1.55E-03
MARCO,1.55E-03
SLC24A1,1.55E-03
DRICH1,1.55E-03
TTC4,1.55E-03
COPS7A,1.55E-03
ZBTB17,1.55E-03
ASTN2,1.55E-03
TRIM29,1.55E-03
ELK2AP,1.55E-03
ATP6V0A1,1.55E-03
ARRB1,1.55E-03
GAS6,1.55E-03
AUH,1.55E-03
CRYM,1.55E-03
PPIG,1.55E-03
TMEM106B,1.55E-03
CDK13,1.55E-03
FAXDC2,1.55E-03
NDUFA1,1.55E-03
CD83,1.55E-03
ATP6V1B1,1.55E-03
ARHGEF17,1.55E-03
ITGB3BP,1.55E-03
SNPH,1.55E-03
DPF1,1.55E-03
NAIP,1.55E-03
COPZ1,1.55E-03
RBM10,1.54E-03
ARHGEF10,1.54E-03
DNMT3B,1.54E-03
ZMYM4,1.54E-03
ZNF682,1.54E-03
ZBTB14,1.54E-03
SSX2IP,1.54E-03
TRAF3IP1,1.54E-03
UBE2E1,1.54E-03
NUBP1,1.54E-03
ABCA1,1.54E-03
CHD4,1.54E-03
ZNF549,1.54E-03
CXADR,1.54E-03
DGKA,1.54E-03
PSMA2,1.54E-03
EGFL7,1.54E-03
ITFG1,1.54E-03
GTPBP10 /// LOC101927446,1.54E-03
SLC24A2,1.54E-03
DNAJC28,1.54E-03
CPA3,1.54E-03
USP33,1.54E-03
TCN2,1.54E-03
PDE2A,1.54E-03
STARD7,1.54E-03
ZC3HAV1,1.54E-03
SHPK,1.54E-03
STYXL1,1.54E-03
LGALS8,1.54E-03
UBA52,1.54E-03
C11orf49,1.54E-03
NUDT4,1.54E-03
NCOA6,1.54E-03
MOGS,1.54E-03
PEX10,1.54E-03
HNRNPA3,1.54E-03
SMURF1,1.54E-03
NME5,1.54E-03
AMBRA1,1.54E-03
RPGRIP1,1.54E-03
BEND5,1.54E-03
PMS2 /// PMS2CL,1.54E-03
RBM6,1.54E-03
SIVA1,1.54E-03
PLEKHA8P1,1.54E-03
RITA1,1.54E-03
PLSCR3 /// TMEM256-PLSCR3,1.54E-03
UBQLN4,1.54E-03
TRIM28,1.54E-03
NPRL2,1.54E-03
PCDHB12,1.54E-03
NUP62CL,1.54E-03
CLASRP,1.54E-03
COX6A2,1.54E-03
ING2,1.54E-03
SH3BGRL,1.54E-03
TDP2,1.54E-03
CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361,1.54E-03
PKP4,1.54E-03
GPR87,1.53E-03
LPIN2,1.53E-03
CHN2,1.53E-03
ATP2C2,1.53E-03
TRDMT1,1.53E-03
SMC6,1.53E-03
TBPL1,1.53E-03
KRT8,1.53E-03
CLTB,1.53E-03
RBM41,1.53E-03
EDEM3,1.53E-03
BMPR1A,1.53E-03
TRANK1,1.53E-03
MMP14,1.53E-03
STX2,1.53E-03
SFSWAP,1.53E-03
TOLLIP,1.53E-03
TSPAN13,1.53E-03
MPC2,1.53E-03
PYHIN1,1.53E-03
SLC46A3,1.53E-03
NF2,1.53E-03
FSCN1,1.53E-03
CCT2,1.53E-03
SIRT1,1.53E-03
ZNF112,1.53E-03
TSPO,1.53E-03
EIF4G2,1.53E-03
ARHGAP33,1.53E-03
TOX,1.53E-03
MTA2,1.53E-03
YTHDF2,1.53E-03
KIAA0513,1.53E-03
PIK3CG,1.53E-03
ACTB,1.53E-03
CHD1L,1.53E-03
C1orf216,1.53E-03
CNN3,1.53E-03
CARD10,1.53E-03
DGKE,1.53E-03
TBC1D17,1.53E-03
HHLA3,1.53E-03
COLGALT1,1.53E-03
KLF7,1.53E-03
KRT31,1.53E-03
MTM1,1.53E-03
NUP210,1.53E-03
CASP7,1.53E-03
THRAP3,1.53E-03
TIMM44,1.53E-03
PHACTR1,1.53E-03
FLNB,1.53E-03
IL2RG,1.53E-03
ADAM21,1.53E-03
CXCL11,1.53E-03
MAST1,1.53E-03
SMC5,1.53E-03
SLC35B1,1.53E-03
MAGEL2,1.53E-03
BAZ2A,1.53E-03
RGL2,1.53E-03
MAT2B,1.53E-03
S100A1,1.53E-03
PRKAR1B,1.53E-03
FADS1 /// MIR1908,1.53E-03
SEZ6L2,1.53E-03
UBE2W,1.53E-03
C16orf45,1.52E-03
UQCR10,1.52E-03
TTC26,1.52E-03
SPEF1,1.52E-03
HMMR,1.52E-03
KAT2A,1.52E-03
NFS1,1.52E-03
OAT,1.52E-03
PSMD1,1.52E-03
MTR,1.52E-03
FAM13C,1.52E-03
TP73-AS1,1.52E-03
ZNF292,1.52E-03
FLII,1.52E-03
KCTD2,1.52E-03
PRRC2A,1.52E-03
RGP1,1.52E-03
DBNDD1,1.52E-03
SLC16A5,1.52E-03
NAGLU,1.52E-03
NSUN3,1.52E-03
ZBED1,1.52E-03
LIMS2,1.52E-03
CAPN3,1.52E-03
ZMPSTE24,1.52E-03
BTK,1.52E-03
ACSS3,1.52E-03
IGHM,1.52E-03
MAPRE2,1.52E-03
ATP6V0B,1.52E-03
SNRPF,1.52E-03
MED13L,1.52E-03
POGK,1.52E-03
KIF1A,1.52E-03
MARK4,1.52E-03
STK11,1.52E-03
ZNF646,1.52E-03
RASGRP3,1.52E-03
MCAT,1.52E-03
CARF,1.52E-03
MT1X,1.52E-03
FAM168A,1.52E-03
FZR1,1.52E-03
TGFBR2,1.52E-03
CXCR2,1.52E-03
MYH10,1.52E-03
YTHDC1,1.52E-03
CCNB1IP1,1.52E-03
IL27RA,1.52E-03
SLC23A2,1.52E-03
CHD9,1.52E-03
ARHGAP17,1.52E-03
MYBL1,1.52E-03
CYC1,1.52E-03
HRK,1.52E-03
ZCCHC24,1.52E-03
PTPN14,1.52E-03
MRPS18B,1.52E-03
MOSPD1,1.52E-03
EDIL3,1.52E-03
PPARA,1.52E-03
AGR2,1.52E-03
PCDHB13,1.52E-03
C1QB,1.51E-03
ADH5,1.51E-03
LY6G6C,1.51E-03
RPL39L,1.51E-03
ADAMTS5,1.51E-03
WDR47,1.51E-03
MAP1LC3C,1.51E-03
AFF4,1.51E-03
RNF146,1.51E-03
KHNYN,1.51E-03
CCDC92,1.51E-03
CA4,1.51E-03
ECM2,1.51E-03
CTPS1,1.51E-03
BNIP2,1.51E-03
GYPC,1.51E-03
COQ3,1.51E-03
SLC3A2,1.51E-03
PTPRE,1.51E-03
CYB5A,1.51E-03
CD164,1.51E-03
DENND1C,1.51E-03
ATP1A3 /// LOC101927137,1.51E-03
PRPF39,1.51E-03
GNB3,1.51E-03
IL1RAP,1.51E-03
SART1,1.51E-03
PNKP,1.51E-03
CNR1,1.51E-03
MKRN3,1.51E-03
TAS2R4,1.51E-03
SLK,1.51E-03
HNRNPH2 /// RPL36A-HNRNPH2,1.51E-03
ZNF224,1.51E-03
CPM,1.51E-03
PRDX1,1.51E-03
GINS2,1.51E-03
ACE,1.51E-03
ARSA,1.51E-03
ZXDA /// ZXDB,1.51E-03
FNBP1,1.51E-03
HIST1H3G,1.51E-03
SAMD4A,1.51E-03
CADM3-AS1,1.51E-03
TNMD,1.51E-03
USO1,1.51E-03
DOC2A,1.51E-03
SOCS5,1.51E-03
CANT1,1.51E-03
COX17 /// POPDC2,1.51E-03
NOL12,1.51E-03
TNFAIP1,1.51E-03
SMYD3,1.51E-03
MPP3,1.51E-03
SLC7A4,1.51E-03
BCL7C,1.51E-03
NUDT18,1.51E-03
PKP1,1.51E-03
HR,1.51E-03
G6PD,1.51E-03
PTPRB,1.51E-03
LDLRAD4,1.51E-03
GPR183,1.51E-03
IQSEC1,1.51E-03
GDF5,1.51E-03
WRNIP1,1.51E-03
FBN2,1.51E-03
ZNF442,1.51E-03
CASP1,1.51E-03
TAPT1,1.51E-03
NAV3,1.51E-03
IGSF9B,1.51E-03
SH2B2,1.51E-03
SLC2A10,1.51E-03
STK10,1.51E-03
SFT2D3 /// WDR33,1.50E-03
CLASP1,1.50E-03
CTDNEP1,1.50E-03
OLIG2,1.50E-03
STRN,1.50E-03
BCAP31,1.50E-03
GPATCH4,1.50E-03
TARDBPP1 /// TARDBPP1,1.50E-03
IMP4,1.50E-03
RPS10,1.50E-03
GNL1,1.50E-03
KIAA0355,1.50E-03
FUT6,1.50E-03
AOC1,1.50E-03
SNX10,1.50E-03
ZNF710,1.50E-03
AP3D1,1.50E-03
ZDHHC6,1.50E-03
RBM47,1.50E-03
RPUSD2,1.50E-03
MYCT1,1.50E-03
ATR,1.50E-03
RASL12,1.50E-03
TWSG1,1.50E-03
ATP9B,1.50E-03
RPS19,1.50E-03
FUT1,1.50E-03
LDHB,1.50E-03
HSD11B1,1.50E-03
OTUD4,1.50E-03
SYNCRIP,1.50E-03
COMT,1.50E-03
TYRO3,1.50E-03
FTH1,1.50E-03
ANP32B,1.50E-03
PPP2CB,1.50E-03
ERLIN2,1.50E-03
HLA-DQB1,1.50E-03
TAF1D,1.50E-03
SMAD5,1.50E-03
TTK,1.50E-03
ANGPTL2,1.50E-03
DNASE2B,1.50E-03
TUBB,1.50E-03
IL13RA1,1.50E-03
COMMD10,1.50E-03
HK3,1.50E-03
REPS1,1.50E-03
CKM,1.50E-03
VWA8,1.50E-03
RPL41,1.50E-03
SCAPER,1.50E-03
CREBBP,1.50E-03
CDH6,1.50E-03
CLPB,1.50E-03
CEP76,1.50E-03
EDEM2,1.50E-03
CYB561D2,1.50E-03
RIN1,1.50E-03
MRPS35,1.50E-03
TRIM13,1.50E-03
MCM3,1.50E-03
TEX264,1.50E-03
JAG1,1.50E-03
KIF18A,1.50E-03
CBFA2T3,1.50E-03
BSCL2 /// HNRNPUL2-BSCL2,1.50E-03
FHOD1,1.50E-03
ELOVL5,1.50E-03
DNTTIP2,1.50E-03
ERBB3,1.50E-03
AGBL3,1.50E-03
AZU1,1.50E-03
HK2,1.50E-03
CTSD,1.49E-03
NDUFAF5,1.49E-03
TRIM36,1.49E-03
ADPRH,1.49E-03
EXOSC1,1.49E-03
PAK2,1.49E-03
ZNF516,1.49E-03
SLC6A10P /// SLC6A10PB /// SLC6A8,1.49E-03
TXNRD2,1.49E-03
BICD1,1.49E-03
PAICS,1.49E-03
MAPK8IP1,1.49E-03
TNNC2,1.49E-03
LDB3,1.49E-03
PMS1,1.49E-03
DARS,1.49E-03
MYL6,1.49E-03
SLC25A11,1.49E-03
ECHDC2,1.49E-03
SF1,1.49E-03
TLR5,1.49E-03
MPHOSPH9,1.49E-03
MAMLD1,1.49E-03
EXOSC7,1.49E-03
DHFR,1.49E-03
IVL,1.49E-03
BEAN1,1.49E-03
PLS3,1.49E-03
FBXO41 /// LOC101927826,1.49E-03
TPK1,1.49E-03
C20orf24 /// TGIF2-C20orf24,1.49E-03
FASTKD2,1.49E-03
SLC4A5,1.49E-03
NDUFAF1,1.49E-03
RAB8A,1.49E-03
ASMTL-AS1,1.49E-03
POLR2G,1.49E-03
GUSB,1.49E-03
ACAA2,1.49E-03
ZMYM5,1.49E-03
HMOX1,1.49E-03
AP3S2 /// C15orf38-AP3S2,1.49E-03
OLFML1,1.49E-03
CXorf56,1.49E-03
GID4,1.49E-03
SLC25A15,1.49E-03
TBC1D9,1.49E-03
RAI14,1.49E-03
ITGA4,1.49E-03
MYOM2,1.49E-03
AKR1A1,1.49E-03
ALG12,1.49E-03
PABPC1P1 /// PABPC1P1,1.49E-03
GOT2,1.49E-03
ACP2,1.49E-03
PFKFB4,1.49E-03
PRMT5,1.49E-03
IFI16,1.49E-03
HGSNAT,1.49E-03
HSPB1,1.49E-03
SIRPB1,1.49E-03
CCL17,1.49E-03
SPAG7,1.49E-03
ACSL6,1.49E-03
ZNF623,1.49E-03
GANAB,1.49E-03
ELP4,1.49E-03
MYCBP2,1.49E-03
EHBP1,1.49E-03
ARL2BP,1.49E-03
MAPKAPK3,1.49E-03
IQCG,1.49E-03
NPTX1,1.48E-03
UNG,1.48E-03
TMPRSS2,1.48E-03
NOVA2,1.48E-03
SQSTM1,1.48E-03
KLRC3,1.48E-03
C19orf57,1.48E-03
RPL23AP32,1.48E-03
H2AFX,1.48E-03
TENM3,1.48E-03
HSPBAP1,1.48E-03
OTOR,1.48E-03
MAGED1,1.48E-03
HIST1H4I,1.48E-03
ENDOG,1.48E-03
TNNI3,1.48E-03
IDI1,1.48E-03
SNW1,1.48E-03
C2CD5,1.48E-03
DSTN,1.48E-03
HPRT1,1.48E-03
KLHL25,1.48E-03
SGPL1,1.48E-03
VPREB3,1.48E-03
HCFC1R1,1.48E-03
SLC25A5,1.48E-03
WDR4,1.48E-03
PDE8A,1.48E-03
SLC15A1,1.48E-03
NCK2,1.48E-03
ZNF330,1.48E-03
OIP5,1.48E-03
ACSL5,1.48E-03
CEP63,1.48E-03
GJB3,1.48E-03
DNASE1L3,1.48E-03
ENSA,1.48E-03
GARS,1.48E-03
ZFR,1.48E-03
AOC2,1.48E-03
UPF3A,1.48E-03
VPS16,1.48E-03
TROVE2,1.48E-03
HSPA8 /// SNORD14C /// SNORD14D,1.48E-03
THNSL1,1.48E-03
PWWP2A,1.48E-03
GUK1,1.48E-03
UBXN7,1.48E-03
SSR3,1.48E-03
ANAPC10,1.48E-03
DPP4,1.48E-03
FPR3,1.48E-03
LMO4,1.48E-03
BEGAIN,1.48E-03
BCL2,1.48E-03
CCDC59,1.48E-03
SLC30A1,1.48E-03
TNS3,1.48E-03
BCL2L2-PABPN1 /// PABPN1,1.48E-03
MTHFS /// ST20-MTHFS,1.48E-03
FARP1,1.48E-03
CBX1,1.48E-03
CTR9,1.48E-03
KCNMB1,1.48E-03
LANCL2,1.48E-03
KIAA0556,1.48E-03
MUT,1.48E-03
AKR7A2,1.48E-03
MRPL20,1.48E-03
COL4A2,1.48E-03
UNC119,1.48E-03
OR7E47P,1.48E-03
DUOX2,1.48E-03
TRABD,1.48E-03
TCFL5,1.48E-03
CTSL,1.48E-03
SMIM7,1.48E-03
PPP2R5C,1.48E-03
TMEM161A,1.47E-03
TRAPPC2,1.47E-03
SNX19,1.47E-03
TUB,1.47E-03
PLIN3,1.47E-03
BCL2A1,1.47E-03
CD24,1.47E-03
MAPK12,1.47E-03
OGFOD2,1.47E-03
SULT4A1,1.47E-03
KIAA1211L,1.47E-03
GLRX2,1.47E-03
SYNJ2,1.47E-03
PHKA1,1.47E-03
GAB1,1.47E-03
MAP3K11,1.47E-03
KCNJ3,1.47E-03
SIRT4,1.47E-03
ZFAND3,1.47E-03
TSPAN14,1.47E-03
HEATR1,1.47E-03
BUB1B,1.47E-03
FAM86C1,1.47E-03
FOLH1B,1.47E-03
RNF7,1.47E-03
FANCL,1.47E-03
CEP170B,1.47E-03
SLN,1.47E-03
GPR37,1.47E-03
SRSF3,1.47E-03
SMG7-AS1,1.47E-03
RPS2 /// SNORA64,1.47E-03
PRSS23,1.47E-03
PRPF31,1.47E-03
KCNN4,1.47E-03
DESI2,1.47E-03
SENP6,1.47E-03
FAM184A,1.47E-03
INPP5D,1.47E-03
RBMX2,1.47E-03
HIST1H2BO,1.47E-03
SDC3,1.47E-03
CHST15,1.47E-03
GNA15,1.47E-03
MGST2,1.47E-03
MRFAP1L1,1.47E-03
HSD11B2,1.47E-03
KLHL24,1.47E-03
SMAD5-AS1,1.47E-03
CKS1B,1.47E-03
SUPV3L1,1.47E-03
RGS11,1.47E-03
ETFDH,1.47E-03
EPB41L4B,1.47E-03
AFP,1.47E-03
IGLL1,1.47E-03
SNX11,1.47E-03
GTF3C2,1.47E-03
ZNF717,1.47E-03
CYBB,1.47E-03
EBAG9,1.47E-03
SELE,1.47E-03
EED,1.47E-03
ATP8B2,1.47E-03
ZNF154,1.47E-03
HERC2P2 /// HERC2P9,1.46E-03
YWHAQ,1.46E-03
REV3L,1.46E-03
BRF2,1.46E-03
SYT13,1.46E-03
TXN,1.46E-03
COL21A1,1.46E-03
COQ4,1.46E-03
FANCF,1.46E-03
SLC6A6,1.46E-03
FLRT3,1.46E-03
HOXA10,1.46E-03
GDPD3,1.46E-03
MEA1,1.46E-03
NDUFB1,1.46E-03
CDR2L,1.46E-03
VDAC3,1.46E-03
ZNHIT3,1.46E-03
NOC2L,1.46E-03
ADORA3,1.46E-03
SMU1,1.46E-03
EVA1B,1.46E-03
SLC25A46,1.46E-03
RPS9,1.46E-03
CDC7,1.46E-03
CLIC5,1.46E-03
MAP3K9,1.46E-03
ITGB3,1.46E-03
ASAH1,1.46E-03
ZNF248,1.46E-03
IPO7,1.46E-03
ENG,1.46E-03
MAGI1,1.46E-03
HIST1H2AK,1.46E-03
SMPDL3B,1.46E-03
DYSF,1.46E-03
EIF5,1.46E-03
CP,1.46E-03
PHF20L1,1.46E-03
AMMECR1,1.46E-03
TWISTNB,1.46E-03
TMEM115,1.46E-03
IL32,1.46E-03
ASF1B,1.46E-03
HNRNPUL1,1.46E-03
STXBP6,1.46E-03
SEC14L1,1.46E-03
GIPC2,1.46E-03
PCDHB8,1.46E-03
PPARGC1A,1.46E-03
EGLN1,1.46E-03
CSK,1.46E-03
TSKU,1.46E-03
C4BPB,1.46E-03
CTSF,1.46E-03
GGTLC2,1.46E-03
ITIH2,1.46E-03
GMEB2,1.46E-03
PTTG2,1.46E-03
MKKS,1.46E-03
FTH1P5,1.46E-03
CRELD1,1.46E-03
LRRC61,1.46E-03
PALMD,1.46E-03
IFT20,1.46E-03
DECR2,1.46E-03
LYVE1,1.46E-03
TYMP,1.46E-03
DFFB,1.46E-03
SPC25,1.46E-03
SSH3,1.46E-03
PTHLH,1.46E-03
MAGED2,1.46E-03
ZNF821,1.46E-03
PTPRA,1.46E-03
ZNF185,1.46E-03
CETP,1.46E-03
FZD8 /// MIR4683,1.46E-03
GPR89A /// GPR89B,1.46E-03
MIOS,1.46E-03
NUP43,1.46E-03
PIP5K1B,1.46E-03
CD48,1.46E-03
RNASE2,1.46E-03
IL2RB,1.46E-03
RASA1,1.45E-03
PDSS1,1.45E-03
LUC7L,1.45E-03
KCNJ2,1.45E-03
LMO7,1.45E-03
IGFBP3,1.45E-03
OAZ2,1.45E-03
PCF11,1.45E-03
ECHS1,1.45E-03
SYT5,1.45E-03
SPTBN4,1.45E-03
CSF2RA,1.45E-03
TMEM50B,1.45E-03
FCGR2A,1.45E-03
PRPS1,1.45E-03
LONP1,1.45E-03
FAM3C,1.45E-03
CACNG1,1.45E-03
EDNRA,1.45E-03
MICAL3,1.45E-03
ATXN10,1.45E-03
BRCA2,1.45E-03
CRIP2,1.45E-03
CKAP4,1.45E-03
FCGR3B,1.45E-03
SIK3,1.45E-03
RPL30,1.45E-03
NEU1,1.45E-03
ATP2C1,1.45E-03
SCAF4,1.45E-03
TVP23B,1.45E-03
SKP2,1.45E-03
GABARAPL3,1.45E-03
GTF2H4,1.45E-03
PEX26,1.45E-03
BLOC1S1,1.45E-03
IL2RA,1.45E-03
IFT122,1.45E-03
PIP5K1A,1.45E-03
DHX29,1.45E-03
USP12,1.45E-03
TULP3,1.45E-03
MRC2,1.45E-03
ST3GAL1,1.45E-03
SRRM2,1.45E-03
METAP2,1.45E-03
C3orf14,1.45E-03
HSD17B11,1.45E-03
LARP1,1.45E-03
TMX4,1.45E-03
ZNF430,1.45E-03
SULT1A1,1.45E-03
FCGR2C,1.45E-03
CLCN7,1.45E-03
DCP1A,1.45E-03
OAS1,1.45E-03
CGRRF1,1.45E-03
DCSTAMP,1.45E-03
NFATC2IP,1.45E-03
ANGPTL4,1.45E-03
EOGT,1.45E-03
SPOP,1.45E-03
PRKCD,1.45E-03
FUT8,1.45E-03
ASS1,1.45E-03
COMMD9,1.45E-03
SH2D2A,1.45E-03
ANKFY1,1.45E-03
CABYR,1.45E-03
NT5DC3,1.45E-03
ZNF124,1.45E-03
RAB11B,1.45E-03
ZFPL1,1.44E-03
CLDN22 /// WWC2,1.44E-03
UNC45A,1.44E-03
SREK1IP1,1.44E-03
PRPF4,1.44E-03
F2RL3,1.44E-03
RPL10A,1.44E-03
CLCN5,1.44E-03
ZBTB1,1.44E-03
FMR1,1.44E-03
FAF1,1.44E-03
EIF2AK2,1.44E-03
GPR153,1.44E-03
BMP8B,1.44E-03
ORAI2,1.44E-03
TSPAN6,1.44E-03
ST6GALNAC5,1.44E-03
ADIRF,1.44E-03
PIGR,1.44E-03
DHRS2,1.44E-03
NDUFB2-AS1,1.44E-03
COX7A2L,1.44E-03
SNORA21,1.44E-03
ZKSCAN4,1.44E-03
CLN3,1.44E-03
SEC61A2,1.44E-03
DYRK3,1.44E-03
MNDA,1.44E-03
INPP5J,1.44E-03
KCNMA1,1.44E-03
FOXK2,1.44E-03
LGALSL,1.44E-03
DNAJB1,1.44E-03
MMP3,1.44E-03
LAMP1,1.44E-03
SOAT1,1.44E-03
PRKD1,1.44E-03
KRT86 /// LOC100509764,1.44E-03
ELOVL1 /// MIR6734,1.44E-03
PRF1,1.44E-03
FAM189A1,1.44E-03
CCDC81,1.44E-03
CAPRIN1,1.44E-03
MPHOSPH6,1.44E-03
ASXL1,1.44E-03
TUFM,1.44E-03
CRNKL1,1.44E-03
EEF1E1,1.44E-03
COX8A,1.44E-03
PRDM11,1.44E-03
ZNF84,1.44E-03
MCTS1,1.44E-03
SYDE1,1.44E-03
C1QL1,1.44E-03
COL9A2,1.44E-03
ERMP1,1.44E-03
CCL2,1.44E-03
NDRG2,1.44E-03
TM6SF2,1.44E-03
GGPS1,1.44E-03
RASSF4,1.44E-03
PELO,1.44E-03
ZNF235,1.44E-03
CORO7,1.44E-03
CMTM6,1.44E-03
MVP,1.44E-03
KRT19P2,1.44E-03
TAS2R10,1.44E-03
GNS,1.44E-03
SCCPDH,1.44E-03
SAV1,1.44E-03
TAF6,1.44E-03
A2M,1.44E-03
CHST4,1.44E-03
ACSM5,1.44E-03
TUBG2,1.44E-03
POLD2,1.44E-03
SLC18A2,1.44E-03
RAB7A,1.44E-03
MYO6,1.44E-03
ANKRD28,1.44E-03
MST1R,1.44E-03
TRIM17,1.44E-03
PWP1,1.44E-03
GFRA3,1.44E-03
TACC1,1.44E-03
APBA1,1.44E-03
EPOR,1.44E-03
MAPK13,1.44E-03
ZNF107,1.44E-03
CHRNA6,1.44E-03
ACO1,1.43E-03
ENC1,1.43E-03
CD160,1.43E-03
SIAH1,1.43E-03
NME1-NME2 /// NME2,1.43E-03
CCR8,1.43E-03
KAT7,1.43E-03
CTPS2,1.43E-03
LRPAP1,1.43E-03
FDPS,1.43E-03
GCAT,1.43E-03
DHTKD1,1.43E-03
PPIL2,1.43E-03
SPTLC2,1.43E-03
MLANA,1.43E-03
KIF20B,1.43E-03
LIME1,1.43E-03
YIPF5,1.43E-03
TNFSF11,1.43E-03
PPA2,1.43E-03
EIF3L,1.43E-03
MNAT1,1.43E-03
DDR2,1.43E-03
THBS3,1.43E-03
FCHO1,1.43E-03
P2RX4,1.43E-03
POU5F1P3,1.43E-03
HEMK1,1.43E-03
FMNL1,1.43E-03
CD28,1.43E-03
TAGLN,1.43E-03
TRIM14,1.43E-03
GADD45GIP1,1.43E-03
PBXIP1,1.43E-03
CYCSP44 /// GS1-103B18.1,1.43E-03
TAZ,1.43E-03
CHST7,1.43E-03
PIGF,1.43E-03
SIPA1L1,1.43E-03
ERAP2,1.43E-03
ARFIP1,1.43E-03
PDZD2,1.43E-03
TXNDC9,1.43E-03
ANKRD46,1.43E-03
ENOSF1,1.43E-03
MID1IP1,1.43E-03
SMARCA1,1.43E-03
PRC1,1.43E-03
PRKAG1,1.43E-03
GPC3,1.43E-03
SMN1 /// SMN2,1.43E-03
NCOR2,1.43E-03
KLHL26,1.43E-03
CHPF,1.43E-03
SORD,1.43E-03
SEH1L,1.43E-03
MRPS28,1.43E-03
ZFAND1,1.43E-03
RALGAPB,1.43E-03
GLCE,1.43E-03
ALDH18A1,1.43E-03
GPS1,1.43E-03
SENP5,1.43E-03
CST5,1.43E-03
SPAST,1.43E-03
HSP90AA1,1.43E-03
PIGL,1.43E-03
STK17A,1.43E-03
ARAP3,1.43E-03
SLC31A2,1.43E-03
CDK16,1.43E-03
PAM,1.43E-03
SLC30A5,1.43E-03
CAP1,1.43E-03
GALNT1,1.43E-03
PHF21A,1.43E-03
MMP19,1.43E-03
HS3ST2,1.43E-03
FAM35A,1.43E-03
ZNF593,1.43E-03
SORBS3,1.42E-03
COX7A1,1.42E-03
DDX11,1.42E-03
PLEKHA6,1.42E-03
CRAT,1.42E-03
EPN3,1.42E-03
FBXO24,1.42E-03
MCF2L,1.42E-03
SLC7A9,1.42E-03
IL6R,1.42E-03
SLCO4A1,1.42E-03
SYNGR1,1.42E-03
ATXN1,1.42E-03
HELLS,1.42E-03
CTTN,1.42E-03
PTMAP1 /// PTMAP1,1.42E-03
IKZF2,1.42E-03
PUS7L,1.42E-03
FAM8A1,1.42E-03
ATP10D,1.42E-03
ENPP4,1.42E-03
SPATA2,1.42E-03
C6orf62,1.42E-03
KLRC1 /// KLRC2,1.42E-03
PYGM,1.42E-03
BMP2,1.42E-03
RSL1D1,1.42E-03
PSMC4,1.42E-03
FAM114A2,1.42E-03
RORB,1.42E-03
MTERF3,1.42E-03
PGGT1B,1.42E-03
ALB,1.42E-03
PGAM1,1.42E-03
TRIM62,1.42E-03
SH3PXD2A,1.42E-03
JTB,1.42E-03
SDCBP,1.42E-03
PMAIP1,1.42E-03
ASXL2,1.42E-03
DUOX1,1.42E-03
LYPLA1,1.42E-03
RPL37A,1.42E-03
CBX7,1.42E-03
ANKRA2,1.42E-03
