gene,influence
NPM1P22 /// NPM1P22,8.01E-04
RIC3,8.01E-04
DNM2,8.01E-04
UROD,8.01E-04
RNF10,8.01E-04
SHQ1,8.01E-04
AMACR,8.01E-04
RAB35,8.01E-04
DENND6B,8.00E-04
MKRN4P /// MKRN4P,8.00E-04
HCK,8.00E-04
SCP2,8.00E-04
NUDT2,8.00E-04
TSC22D1,8.00E-04
AKR1B10,8.00E-04
SLC15A2,8.00E-04
HIST1H2APS4 /// HIST1H2APS4,8.00E-04
FDPS,8.00E-04
SOBP,7.99E-04
GP1BA,7.99E-04
EFEMP2,7.99E-04
RPS7,7.99E-04
CYB561,7.99E-04
MED16,7.99E-04
CXorf57,7.99E-04
SRBD1,7.99E-04
CLASP2,7.99E-04
GTPBP4,7.99E-04
ARF3,7.99E-04
SELENBP1,7.99E-04
MINK1,7.99E-04
SVEP1,7.98E-04
PTGS1,7.98E-04
TAS2R4,7.98E-04
SART3,7.98E-04
GAPDH,7.98E-04
SUPT6H,7.98E-04
KIAA0895,7.98E-04
SRPX,7.98E-04
TTC17,7.98E-04
SNTG2,7.98E-04
JAK3,7.98E-04
OBP2A,7.97E-04
SMURF2,7.97E-04
GPC1,7.97E-04
PLA2G16,7.97E-04
NOSIP,7.97E-04
KIAA0930,7.97E-04
NBN,7.97E-04
ENTPD5,7.97E-04
C2orf49,7.97E-04
YIPF1,7.97E-04
S1PR1,7.96E-04
POLR2I,7.96E-04
ATAD5,7.96E-04
ALKBH1,7.96E-04
RRP7A,7.96E-04
CTGF,7.96E-04
CREB5 /// LOC401317,7.96E-04
RPRM,7.96E-04
KIF2C,7.96E-04
WNT4,7.96E-04
SIGLEC7,7.96E-04
RABGGTB,7.95E-04
ADRB2,7.95E-04
CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9,7.95E-04
UGT2B15,7.95E-04
SAP30BP,7.95E-04
MBTPS1,7.95E-04
AVIL,7.95E-04
ACADSB,7.95E-04
MKNK1,7.95E-04
CADM3-AS1,7.95E-04
PTMAP1 /// PTMAP1,7.95E-04
TMEM246,7.95E-04
DHX38,7.95E-04
RAE1,7.95E-04
STX7,7.95E-04
TUBA3C /// TUBA3D,7.95E-04
PPP2CA,7.95E-04
CDC37P1 /// CDC37P1,7.95E-04
RNF6,7.95E-04
AZGP1,7.94E-04
PIGF,7.94E-04
ARFGEF2,7.94E-04
MON2,7.94E-04
SLC39A7,7.94E-04
RTEL1,7.94E-04
PPM1A,7.94E-04
RAB40C,7.94E-04
SRD5A2,7.94E-04
RAC1,7.94E-04
MSH6,7.93E-04
ADAP1,7.93E-04
NKRF,7.93E-04
CDKN1B,7.93E-04
ZNF93,7.93E-04
GNAS,7.93E-04
TUBA8,7.93E-04
IPPK,7.93E-04
HERC4,7.93E-04
GLUD1,7.93E-04
TRIM25,7.93E-04
EMC10,7.92E-04
FAS,7.92E-04
ARHGEF15,7.92E-04
TOP3B,7.92E-04
RANGRF,7.92E-04
NBEA,7.92E-04
MAP3K7CL,7.92E-04
PDCD5,7.92E-04
TPRA1,7.92E-04
ADTRP,7.92E-04
HSPB7,7.92E-04
NME1-NME2 /// NME2,7.92E-04
CA8,7.92E-04
NTNG1,7.92E-04
TRMT5,7.92E-04
TBC1D10B,7.92E-04
CHL1,7.92E-04
AATK,7.92E-04
LRP5,7.92E-04
MRPL15,7.92E-04
HPS6,7.92E-04
FBXO34,7.92E-04
FEZ2,7.92E-04
ATRN,7.91E-04
PPP4R1,7.91E-04
SENP6,7.91E-04
ASB12 /// MTMR8,7.91E-04
TRIM22,7.91E-04
PSMB10,7.90E-04
EDF1,7.90E-04
RNF141,7.90E-04
ACOT1 /// ACOT2,7.90E-04
LEPROT,7.90E-04
GPR21,7.90E-04
DUS2,7.90E-04
PLCL1,7.90E-04
GPR137B,7.90E-04
HOMER3,7.89E-04
HK1,7.89E-04
GTF2IRD1,7.89E-04
FTH1,7.89E-04
FAM53C,7.89E-04
MED17,7.89E-04
SNRNP70,7.89E-04
RBM47,7.89E-04
RGS12,7.88E-04
RSG1,7.88E-04
H1FX,7.88E-04
JMJD4,7.88E-04
ASCC3,7.88E-04
PTPRN2,7.88E-04
MRFAP1L1,7.87E-04
UNG,7.87E-04
ZNF721,7.87E-04
PIK3R4,7.87E-04
PHTF1,7.87E-04
TEX14,7.87E-04
PREP,7.87E-04
EIF1AX,7.87E-04
ESYT1,7.87E-04
MROH7-TTC4 /// TTC4,7.87E-04
SHC3,7.87E-04
RPA3,7.87E-04
CD40,7.87E-04
LSM7,7.87E-04
GORASP1,7.87E-04
KLF11,7.87E-04
DIO1,7.86E-04
SLC1A2,7.86E-04
MYLPF,7.86E-04
LRRC75B,7.86E-04
PIM1,7.86E-04
LTBP4,7.86E-04
SIKE1,7.86E-04
CREBL2,7.86E-04
LGMN,7.86E-04
DSC2,7.86E-04
LIMS2,7.86E-04
MGMT,7.86E-04
WDYHV1,7.86E-04
ZBTB3,7.86E-04
INTS3,7.86E-04
HECTD3,7.86E-04
SPRED2,7.86E-04
LINC00963,7.85E-04
SIL1,7.85E-04
SERPINC1,7.85E-04
OGT,7.85E-04
RHOC,7.85E-04
CCNB2,7.85E-04
ABCB1,7.85E-04
SSUH2,7.84E-04
BCAS4,7.84E-04
NAA15,7.84E-04
COL6A1,7.84E-04
HRASLS2,7.84E-04
TXNDC15,7.84E-04
HLA-G,7.84E-04
HOPX,7.84E-04
OGFOD3,7.84E-04
LETM1,7.84E-04
RNF130,7.83E-04
PRPH,7.83E-04
SAMD4A,7.83E-04
GMEB2,7.83E-04
HNRNPK,7.83E-04
CASP7,7.83E-04
PIK3C2A,7.83E-04
RAB11A,7.82E-04
DCUN1D2,7.82E-04
CMAHP,7.82E-04
HSPA9,7.82E-04
PPP1CA,7.82E-04
RDH16,7.82E-04
WNT2B,7.82E-04
BRD9,7.82E-04
NAA60,7.82E-04
KMO,7.82E-04
C1QTNF1,7.82E-04
ITGAL,7.82E-04
PARP1,7.82E-04
DKK3,7.81E-04
ZNF184,7.81E-04
KMT2B,7.81E-04
SLC20A2,7.81E-04
ISG20L2,7.81E-04
CIITA,7.81E-04
PAOX,7.81E-04
CH25H,7.81E-04
ARRB2,7.81E-04
FUT6,7.81E-04
FBXO16 /// ZNF395,7.81E-04
MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,7.81E-04
RAB5C,7.81E-04
ATP10A,7.81E-04
CYTH3,7.81E-04
TBC1D2B,7.81E-04
ANKRD10-IT1,7.81E-04
POLE3,7.81E-04
YIPF4,7.80E-04
CAV1,7.80E-04
DARS,7.80E-04
FKBP3,7.80E-04
KNTC1,7.80E-04
PEX12,7.80E-04
FTO,7.80E-04
SRSF10,7.80E-04
GOLGA8N,7.79E-04
LRCH4,7.79E-04
PAK2,7.79E-04
TRIB1,7.79E-04
WISP3,7.79E-04
SMARCD2,7.79E-04
GTPBP3,7.79E-04
RBKS,7.79E-04
USP8,7.79E-04
PSEN2,7.79E-04
SNX16,7.79E-04
DBT,7.78E-04
MIPEP,7.78E-04
DGCR5,7.78E-04
PNP,7.78E-04
IL13RA2,7.78E-04
INCENP,7.78E-04
SLC19A2,7.78E-04
PFKFB4,7.78E-04
GLE1,7.78E-04
TRIM31,7.78E-04
DGKG,7.78E-04
MICB,7.78E-04
BFAR,7.78E-04
MBD1,7.78E-04
TXNL4A,7.77E-04
THNSL1,7.77E-04
CSNK2A2,7.77E-04
FAM50A,7.77E-04
USP21,7.77E-04
SRSF6,7.77E-04
EIF3F,7.77E-04
TSSC4,7.77E-04
ENAH,7.77E-04
FAIM,7.77E-04
KIF21B,7.77E-04
APC2,7.77E-04
RET,7.77E-04
TUBGCP4,7.77E-04
ZNF37BP,7.76E-04
CUL9,7.76E-04
ITPR3,7.76E-04
KHNYN,7.76E-04
IFI44,7.76E-04
CLASRP,7.76E-04
AGFG1,7.76E-04
EXTL2,7.76E-04
KTN1,7.76E-04
FUT4,7.75E-04
RNF25,7.75E-04
ROBO4,7.75E-04
FLT1,7.75E-04
AGPAT5,7.75E-04
ILK,7.75E-04
OAS2,7.75E-04
PDLIM3,7.75E-04
EPB41L4A,7.75E-04
DDRGK1,7.75E-04
CDC25A,7.75E-04
RPL27,7.75E-04
SMTN,7.75E-04
PTPRS,7.75E-04
UBL4A,7.75E-04
ZNF134,7.75E-04
TMED5,7.75E-04
DIXDC1,7.74E-04
RPL35,7.74E-04
MAPKAPK3,7.74E-04
DLEU2L,7.74E-04
LPAL2,7.74E-04
TGOLN2,7.74E-04
PSAP,7.74E-04
VCAN,7.74E-04
OLFML1,7.74E-04
SH3GLB2,7.73E-04
LAIR1,7.73E-04
RHCE /// RHD,7.73E-04
NT5DC3,7.73E-04
FCER2,7.73E-04
FECH,7.73E-04
TRAF3IP3,7.73E-04
FAM216A,7.73E-04
DHPS,7.73E-04
LAIR2,7.73E-04
LINC00667,7.73E-04
PVR,7.73E-04
IRAK4,7.73E-04
TSSK2,7.73E-04
SLC6A20,7.73E-04
OSBPL2,7.73E-04
NOC3L,7.73E-04
CNNM1,7.73E-04
EPN2 /// EPN2-IT1,7.73E-04
C12orf4,7.73E-04
SUPT16H,7.72E-04
CDK12,7.72E-04
ABCD2,7.72E-04
PPP2R2A,7.72E-04
HLA-E,7.72E-04
HNRNPA3,7.72E-04
TOP2B,7.72E-04
MYL4,7.72E-04
JUP,7.72E-04
FERMT1,7.72E-04
DSTYK,7.72E-04
BCAP29,7.72E-04
FAP,7.72E-04
TSEN2,7.72E-04
NEK7,7.71E-04
OGDHL,7.71E-04
RBM22,7.71E-04
MAPKAPK5,7.71E-04
TMED3,7.71E-04
CMAS,7.71E-04
BMI1 /// COMMD3-BMI1,7.71E-04
DDX49,7.71E-04
CNOT2,7.71E-04
CKS2,7.71E-04
SET,7.71E-04
AGO3,7.71E-04
SPEF1,7.71E-04
TFCP2L1,7.71E-04
UFC1,7.71E-04
ZNF549,7.70E-04
FUT7,7.70E-04
XCL1,7.70E-04
HRK,7.70E-04
NXN,7.70E-04
FZD2,7.70E-04
PMS2 /// PMS2CL,7.70E-04
EIF2B1,7.70E-04
SDHAP1 /// SDHAP2,7.70E-04
IGSF6,7.69E-04
LY6H,7.69E-04
GZMA,7.69E-04
RAD51,7.69E-04
CLDN3,7.69E-04
SLN,7.69E-04
XAB2,7.69E-04
CXADR,7.69E-04
PAGR1,7.69E-04
UXT,7.69E-04
HSD17B1,7.69E-04
SLC52A2,7.68E-04
TRAPPC3,7.68E-04
NUP210,7.68E-04
DLGAP1,7.68E-04
HOMER2,7.68E-04
TMEM106B,7.68E-04
PVRIG,7.68E-04
FGD2,7.68E-04
TNFAIP3,7.68E-04
AP1M2,7.68E-04
THPO,7.67E-04
TTF1,7.67E-04
PSMA7,7.67E-04
ADO,7.67E-04
HCN2,7.67E-04
SYNC,7.67E-04
CD72,7.67E-04
VPS41,7.67E-04
ARMC9,7.67E-04
ITGAE,7.67E-04
CENPBD1P1,7.67E-04
VAT1,7.67E-04
VPS4B,7.67E-04
RPL24,7.67E-04
COPS7B,7.67E-04
FAM20B,7.67E-04
IL6R,7.67E-04
ENTPD7,7.66E-04
SPATA2L,7.66E-04
NPY5R,7.66E-04
CLIP1,7.66E-04
COL6A3,7.66E-04
SYDE1,7.66E-04
KCNE1,7.66E-04
CCT6B,7.66E-04
ZNF276,7.66E-04
DTL,7.66E-04
GRHL2,7.66E-04
MCF2L,7.66E-04
SLC25A44,7.66E-04
INTS9,7.65E-04
TBC1D22B,7.65E-04
PEX19,7.65E-04
CTNNBL1,7.65E-04
ACSF2,7.65E-04
ADRA2B,7.65E-04
BCL2L10,7.65E-04
IL10RB,7.65E-04
COX11,7.65E-04
CCL2,7.65E-04
ATP6V1C1,7.65E-04
SPICE1,7.65E-04
F3,7.65E-04
PSORS1C1,7.65E-04
SSSCA1,7.65E-04
HMGXB4,7.65E-04
RNF170,7.65E-04
ATAD3A /// ATAD3B,7.65E-04
DACH1,7.65E-04
FGFR4,7.65E-04
XYLT2,7.65E-04
LRRC20,7.65E-04
PSIP1,7.65E-04
ITIH4,7.64E-04
ACOT11,7.64E-04
SETD1A,7.64E-04
MDN1,7.64E-04
DNAJC15,7.64E-04
SPAST,7.64E-04
ASRGL1,7.64E-04
RPF1,7.64E-04
MYBPH,7.64E-04
ANKRD40,7.64E-04
RPP38,7.64E-04
ATP8B3,7.64E-04
ZNF580,7.64E-04
ACOX1,7.64E-04
FN3KRP,7.64E-04
TOR4A,7.64E-04
PTTG2,7.63E-04
KCNIP1,7.63E-04
TBC1D9,7.63E-04
ZMYM1,7.63E-04
CUL2,7.63E-04
TM4SF1,7.63E-04
CMTR1,7.63E-04
ZNF207,7.63E-04
PPP6C,7.63E-04
DET1,7.63E-04
GOLGA2,7.63E-04
C12orf10,7.63E-04
ASGR2,7.63E-04
ORC1,7.63E-04
ORC4,7.63E-04
AZU1,7.63E-04
EXD3,7.63E-04
PRKD1,7.63E-04
ARL4D,7.63E-04
EPX,7.62E-04
DENND5B,7.62E-04
HLA-DRB6,7.62E-04
DBNDD2 /// SYS1 /// SYS1-DBNDD2,7.62E-04
MINOS1-NBL1 /// NBL1,7.62E-04
ADPRM,7.62E-04
DHRS9,7.62E-04
MED24,7.62E-04
CELSR3-AS1,7.62E-04
CNOT7,7.62E-04
ADCY6,7.62E-04
CALML3,7.62E-04
KCNH1,7.62E-04
FGF18,7.62E-04
MAG,7.62E-04
ADAM19,7.61E-04
NUP98,7.61E-04
EEF2,7.61E-04
AP1G1,7.61E-04
TRAC,7.61E-04
MRPS2,7.61E-04
PDS5A,7.61E-04
ICMT,7.61E-04
CEP290,7.61E-04
NCOA4,7.61E-04
MPP6,7.61E-04
PCDHB3,7.61E-04
SIPA1,7.61E-04
NDUFB6,7.61E-04
WIPF1,7.61E-04
CUL1,7.61E-04
NDUFS5 /// RPL10,7.61E-04
IMPG1,7.61E-04
SYNE2,7.61E-04
STEAP4,7.61E-04
BBS9,7.61E-04
CTAGE4 /// CTAGE8 /// CTAGE9,7.61E-04
AES,7.60E-04
POT1,7.60E-04
BCAP31,7.60E-04
PIWIL2,7.60E-04
WBP1L,7.60E-04
FABP7,7.60E-04
RPP25,7.60E-04
TCN2,7.60E-04
KDM8,7.60E-04
UTP20,7.60E-04
FAM214B,7.60E-04
ZW10,7.60E-04
PANK2,7.59E-04
TANC2,7.59E-04
WARS2,7.59E-04
GNG3,7.59E-04
MAN2A1,7.59E-04
RALA,7.59E-04
NEDD4L,7.59E-04
RWDD2B,7.59E-04
TNN,7.59E-04
NUP88,7.59E-04
VPS9D1,7.59E-04
GABBR1,7.59E-04
TBC1D17,7.59E-04
RTN2,7.59E-04
PACSIN3,7.59E-04
COG5,7.59E-04
ASB7,7.59E-04
DGCR11,7.59E-04
FMO2,7.59E-04
NOTCH2NL,7.59E-04
MYOF,7.59E-04
STOM,7.59E-04
DST,7.58E-04
ATG4B,7.58E-04
TUBB4B,7.58E-04
C1orf56,7.58E-04
SLC25A21,7.58E-04
SPA17,7.58E-04
ABHD2,7.58E-04
RAN,7.58E-04
PDE11A,7.58E-04
CHTOP,7.58E-04
HMGN4,7.58E-04
NEU3,7.58E-04
RBM5,7.58E-04
TRIM68,7.58E-04
SMNDC1,7.57E-04
KLHL18,7.57E-04
TIMELESS,7.57E-04
CDK10,7.57E-04
PLCH2,7.57E-04
HRASLS,7.57E-04
LSP1,7.57E-04
AUH,7.57E-04
HSFX1 /// HSFX2,7.57E-04
LPCAT4,7.57E-04
NPFF,7.57E-04
TRIO,7.57E-04
ERBB3,7.57E-04
PIGP,7.57E-04
MED27,7.57E-04
NDC1,7.57E-04
SLC23A2,7.57E-04
TMEM208,7.57E-04
PLA2G15,7.57E-04
JAG1,7.56E-04
MMRN1,7.56E-04
SH3BP2,7.56E-04
PUM1,7.56E-04
KAT2A,7.56E-04
KLHL26,7.56E-04
RAB36,7.56E-04
ZYX,7.56E-04
CAST,7.56E-04
CCDC40,7.56E-04
UQCRH /// UQCRHL,7.56E-04
UGGT2,7.56E-04
ABHD14A-ACY1 /// ACY1,7.56E-04
MFSD6,7.56E-04
FAM49A,7.56E-04
HLA-DRA,7.56E-04
MRPL20,7.56E-04
DIAPH3,7.55E-04
EIF3D,7.55E-04
RNASEH2A,7.55E-04
LPAR1,7.55E-04
HPGD,7.55E-04
DYRK4,7.55E-04
CWC25,7.55E-04
CAPRIN2,7.55E-04
CCNJ,7.55E-04
PYROXD1,7.55E-04
KDELR1,7.55E-04
CDC42,7.55E-04
TP53AIP1,7.55E-04
ZBTB17,7.55E-04
DIMT1,7.55E-04
KRT6A,7.55E-04
GPR161,7.55E-04
BANF1,7.55E-04
ZNF212,7.55E-04
ZDHHC3,7.54E-04
THTPA,7.54E-04
ISCA1,7.54E-04
FCN3,7.54E-04
QDPR,7.54E-04
HBEGF,7.54E-04
KLF2,7.54E-04
ASCC2,7.54E-04
PARVB,7.54E-04
HLA-J,7.54E-04
C21orf59,7.53E-04
SRR,7.53E-04
CRYL1,7.53E-04
PIP,7.53E-04
NGDN,7.53E-04
PCYT1A,7.53E-04
VGLL3,7.53E-04
COLGALT1,7.53E-04
RAI14,7.53E-04
ZBTB18,7.53E-04
DYRK3,7.53E-04
PARP11,7.53E-04
ITGB7,7.53E-04
ATP6V0A2,7.53E-04
RALB,7.53E-04
CFI,7.53E-04
RC3H2,7.52E-04
THOC6,7.52E-04
TTC3 /// TTC3P1,7.52E-04
ATP6V1F /// LOC101927180,7.52E-04
SLC6A1,7.52E-04
TRIM16,7.52E-04
CD200,7.52E-04
EVL,7.52E-04
GMFB,7.52E-04
JADE2,7.52E-04
CDC25B,7.52E-04
PIGQ,7.52E-04
EMC9,7.52E-04
POLR2J4,7.52E-04
SNX4,7.52E-04
ILKAP,7.52E-04
MCM3AP-AS1,7.52E-04
IZUMO4,7.51E-04
SQSTM1,7.51E-04
DNAH2,7.51E-04
YY1AP1,7.51E-04
ARPP19,7.51E-04
EPB41L3,7.51E-04
UBAP1,7.51E-04
IQCA1,7.51E-04
HARS2,7.51E-04
DRICH1,7.51E-04
PDE5A,7.51E-04
HAUS6,7.51E-04
COPB1,7.51E-04
PYY,7.50E-04
PCBP4,7.50E-04
ALB,7.50E-04
DNM3,7.50E-04
SH3GLB1,7.50E-04
CD2AP,7.50E-04
TUBA4B,7.50E-04
TTC23,7.50E-04
STEAP1B,7.50E-04
MKRN3,7.50E-04
SFRP4,7.50E-04
NBL1,7.50E-04
SPDYE2,7.50E-04
CLK1,7.50E-04
CNTNAP2,7.50E-04
RP2,7.50E-04
FGF2,7.49E-04
C1orf50,7.49E-04
CNOT1,7.49E-04
EPHB4,7.49E-04
DNAJA4,7.49E-04
ABCB4,7.49E-04
MIOS,7.49E-04
MOK,7.49E-04
EPRS,7.49E-04
TMED10,7.49E-04
MVB12B,7.49E-04
PIH1D1,7.49E-04
GBE1,7.49E-04
SLC20A1,7.49E-04
PPCS,7.49E-04
FAM114A1,7.49E-04
DGKA,7.49E-04
KAT6B,7.49E-04
NOVA2,7.49E-04
TMSB10,7.48E-04
SLC35F2,7.48E-04
ZFP36L1,7.48E-04
IGFBP7,7.48E-04
NDUFA9,7.48E-04
CD79B,7.48E-04
METAP1,7.48E-04
TFR2,7.48E-04
RELN,7.48E-04
UBE3B,7.48E-04
EPB42,7.48E-04
NPAT,7.48E-04
HSD17B2,7.48E-04
RGN,7.48E-04
WLS,7.48E-04
KCTD9,7.48E-04
TTC19,7.48E-04
DBNDD1,7.47E-04
DOCK2,7.47E-04
CSNK1A1,7.47E-04
RERGL,7.47E-04
GHR,7.47E-04
EHD1,7.47E-04
SAE1,7.47E-04
TRMT61A,7.47E-04
SLC1A1,7.47E-04
POLR3K,7.47E-04
KLHL29,7.47E-04
NET1,7.47E-04
LRP10,7.47E-04
ALDOC,7.47E-04
MCFD2P1 /// MCFD2P1,7.47E-04
SLC35D1,7.47E-04
ASPM,7.47E-04
SUPT4H1,7.47E-04
NR1H3,7.47E-04
PRKCQ,7.47E-04
EXT1,7.47E-04
GSAP,7.47E-04
PANX1,7.47E-04
MTA1,7.47E-04
PFN1,7.47E-04
CHEK1,7.47E-04
C2,7.47E-04
NTN1,7.46E-04
SARDH,7.46E-04
BMPR1A,7.46E-04
TP53BP2,7.46E-04
DCAF16,7.46E-04
USP39,7.46E-04
ASB13,7.46E-04
OPCML,7.46E-04
UBE2L6,7.46E-04
CD247,7.46E-04
UCHL5,7.46E-04
DUSP7,7.46E-04
LETMD1,7.46E-04
KATNB1,7.46E-04
MADD,7.46E-04
CREG1,7.46E-04
MICAL1,7.46E-04
SHANK1,7.46E-04
TUBB2A,7.46E-04
THOC1,7.45E-04
TRIB2,7.45E-04
RNF115,7.45E-04
FAM86C1,7.45E-04
PARL,7.45E-04
NOL7,7.45E-04
ABHD3,7.45E-04
TUBB4A,7.45E-04
SPARC,7.45E-04
PEX26,7.45E-04
PPP1R11,7.45E-04
ATR,7.45E-04
PIP4K2C,7.45E-04
RHOBTB3,7.45E-04
TBCC,7.45E-04
TTC26,7.45E-04
DOPEY2,7.45E-04
NUCB1,7.45E-04
FH,7.45E-04
SOAT2,7.45E-04
CORIN,7.44E-04
NEFH,7.44E-04
CPA4,7.44E-04
KRT31,7.44E-04
GNB5,7.44E-04
WDR62,7.44E-04
IFI35,7.44E-04
HPS4,7.44E-04
SCRG1,7.44E-04
MTRF1L,7.44E-04
MLLT11,7.44E-04
IDUA,7.44E-04
PDE3B,7.44E-04
DESI1,7.44E-04
LMNB2,7.44E-04
TOM1,7.44E-04
FBXL18,7.44E-04
DGUOK,7.43E-04
SMARCD3,7.43E-04
ARL15,7.43E-04
DEAF1,7.43E-04
LYRM4,7.43E-04
KCTD20,7.43E-04
CSNK2A1,7.43E-04
PCBD1,7.43E-04
ITGA7,7.43E-04
TBKBP1,7.43E-04
GZMK,7.43E-04
CD46,7.43E-04
UAP1L1,7.43E-04
HSD11B2,7.43E-04
NNAT,7.43E-04
ANKS1B,7.43E-04
TMEM47,7.43E-04
PIGV,7.43E-04
TSNAXIP1,7.43E-04
PGF,7.43E-04
CDR2L,7.42E-04
SPG21,7.42E-04
MYBPC1,7.42E-04
MVK,7.42E-04
STAB1,7.42E-04
PLEKHA1,7.42E-04
PDE10A,7.42E-04
BEX4,7.42E-04
CCDC181,7.42E-04
ST3GAL1,7.42E-04
HTRA2,7.42E-04
COX5A,7.42E-04
UBE2K,7.42E-04
SKP1,7.42E-04
PROZ,7.42E-04
GPR18,7.42E-04
RHOA,7.42E-04
DAPK3 /// MIR637,7.42E-04
MLANA,7.41E-04
PPIF,7.41E-04
RALGDS,7.41E-04
NOL6,7.41E-04
SNUPN,7.41E-04
TMEM30A,7.41E-04
RAB20,7.41E-04
OAZ1,7.41E-04
DDX54,7.41E-04
PSMC2,7.41E-04
ID3,7.41E-04
EFHC1,7.41E-04
BDNF,7.41E-04
NEK2,7.41E-04
RGS10,7.41E-04
SCD5,7.41E-04
GPATCH1,7.41E-04
CLSPN,7.41E-04
CYP4F11,7.41E-04
KIAA0355,7.41E-04
VPS33A,7.41E-04
SDHD,7.40E-04
EPB41L4A-AS2,7.40E-04
DICER1,7.40E-04
IL3RA,7.40E-04
RCAN3,7.40E-04
WNK1,7.40E-04
SLC16A5,7.40E-04
PTMA,7.40E-04
EIF3M,7.40E-04
MCM3,7.40E-04
MSR1,7.40E-04
RBFADN,7.40E-04
BZW2,7.40E-04
ZDHHC18,7.40E-04
CCDC59,7.40E-04
PLEKHA2,7.40E-04
RPL12,7.40E-04
PBLD,7.40E-04
IDH3A,7.40E-04
TAB1,7.40E-04
SNHG17,7.40E-04
NIPBL,7.40E-04
PTTG1,7.40E-04
CDC45,7.40E-04
SYT17,7.40E-04
RBBP6,7.40E-04
PLXNA1,7.40E-04
MSANTD2,7.40E-04
PRR15L,7.40E-04
CDC37L1,7.39E-04
WDR26,7.39E-04
CYB5R1,7.39E-04
ALG13,7.39E-04
SLC30A5,7.39E-04
ABCA7,7.39E-04
ABHD14A /// ACY1,7.39E-04
USP24,7.39E-04
FLT4,7.39E-04
RAI2,7.39E-04
PI3,7.39E-04
MYH13,7.39E-04
NDOR1,7.39E-04
SCUBE2,7.39E-04
XPO1,7.39E-04
LACTB2,7.39E-04
UQCRB,7.39E-04
EWSR1,7.39E-04
IFT122,7.39E-04
TWISTNB,7.39E-04
CCDC177,7.39E-04
HNRNPC,7.39E-04
SAMHD1,7.39E-04
HTR7,7.39E-04
MAN2A2,7.39E-04
ACTN4,7.38E-04
PRKAB1,7.38E-04
SERPINH1,7.38E-04
CAMK2A,7.38E-04
ICAM3,7.38E-04
EXOSC8,7.38E-04
PMPCA,7.38E-04
HPGDS,7.38E-04
BCCIP,7.38E-04
EIF5A,7.38E-04
DNAJC10,7.38E-04
SMAD9,7.38E-04
NSDHL,7.38E-04
BLVRA,7.38E-04
MBP,7.38E-04
RPIA,7.38E-04
RAB22A,7.38E-04
PCDHB11,7.38E-04
MGAT2,7.38E-04
ATP6V1D,7.38E-04
SPRYD7,7.38E-04
TRIM66,7.38E-04
AKAP7,7.37E-04
SEC61A1,7.37E-04
HMGB3,7.37E-04
GNPTAB,7.37E-04
ARHGEF10L,7.37E-04
PTPRD,7.37E-04
ANO10,7.37E-04
OLA1,7.37E-04
KPTN,7.37E-04
LIN37,7.37E-04
SND1,7.37E-04
POP4,7.37E-04
INPP4B,7.37E-04
CETN2,7.37E-04
WDR83OS,7.37E-04
RNF121,7.37E-04
SRPX2,7.37E-04
CENPA,7.37E-04
ZMYM4,7.37E-04
GPATCH2,7.37E-04
SH2B1,7.37E-04
DTNB,7.37E-04
CCDC94,7.37E-04
LEPR /// LEPROT,7.36E-04
TMEM187,7.36E-04
ZNF222,7.36E-04
DAP3,7.36E-04
LMOD1,7.36E-04
VTI1B,7.36E-04
GTF3C3,7.36E-04
SLC24A1,7.36E-04
SCLY,7.36E-04
SLC12A5,7.36E-04
BRD1,7.36E-04
MGAT1,7.36E-04
DRG2,7.36E-04
RAB3A,7.36E-04
S100A4,7.36E-04
LRIF1,7.36E-04
LRRC8B,7.36E-04
ABI1,7.36E-04
ZNF221,7.36E-04
NIPA2,7.36E-04
ARF4,7.36E-04
ANKRD27,7.36E-04
HIST1H2AK,7.36E-04
SERPINB1,7.35E-04
MED7,7.35E-04
CLPP,7.35E-04
MRPL2,7.35E-04
CAMLG,7.35E-04
STK39,7.35E-04
TK1,7.35E-04
TPM1,7.35E-04
FAM32A,7.35E-04
PHKA2,7.35E-04
ZNF142,7.35E-04
SPINT1,7.35E-04
CSRNP2,7.35E-04
NDUFAF4,7.35E-04
LPIN2,7.35E-04
CCHCR1,7.35E-04
NIP7,7.35E-04
FAM169A,7.35E-04
CXorf40A,7.35E-04
DPP3,7.35E-04
PPP2R5D,7.35E-04
IFT52,7.35E-04
TM2D3,7.35E-04
IFNGR1,7.34E-04
PRR34,7.34E-04
LRRTM2,7.34E-04
ZNF180,7.34E-04
IQCJ-SCHIP1 /// SCHIP1,7.34E-04
R3HCC1L,7.34E-04
CETN3,7.34E-04
DNAJC7,7.34E-04
RPS6KA3,7.34E-04
EIF4G1,7.34E-04
AGK,7.34E-04
FGF16,7.34E-04
SNRPG,7.34E-04
HIVEP3,7.34E-04
CD8A,7.34E-04
MOGAT2,7.33E-04
COL5A2,7.33E-04
GPR173,7.33E-04
TSR3,7.33E-04
USP2,7.33E-04
ASPSCR1,7.33E-04
EIF5,7.33E-04
CACNA1D,7.33E-04
COL4A3,7.33E-04
GUCY2D,7.33E-04
STIL,7.33E-04
VPS33B,7.33E-04
NPR3,7.33E-04
TMEM123,7.33E-04
RCL1,7.33E-04
KRT18P38 /// KRT18P38,7.33E-04
GCDH,7.33E-04
TFF3,7.33E-04
PHF10,7.33E-04
